states,visits
0.7254213783316863 1,0
0.7351690380393271 1,2
0.7116475723070234 1,0
0.7620344866192408 1,11
0.6969777875970082 1,0
0.6699060072854622 1,0
0.6655549051672367 1,0
0.690758715473069 1,0
0.6669120522901951 1,0
0.6550824160862412 1,0
0.7330774656976444 1,0
0.6944817913247954 1,0
0.7642918311326464 1,2
0.6491720023932255 1,0
0.6772624009079841 1,0
0.7636639638000926 1,0
0.7284711457975485 1,0
0.7392494310727435 1,0
0.6992906954147786 1,0
0.7713432121640879 1,0
0.773078590901453 1,0
0.7649438697985762 1,0
0.5609269119058395 1,0
0.8383495792124608 1,0
0.6997037595719557 1,0
0.7231835417811924 1,0
0.2937389027622955 0.3885399792251689,0
0.7394019660951872 1,0
0.7838875181549283 1,9
0.7236335022043003 1,0
0.7617597685200267 1,0
0.595586803282534 1,0
0.7876671353998117 1,0
0.7978808950270805 1,0
0.8087517700821643 1,0
0.6934028381068494 1,0
0.7166353234633545 1,16
0.8907182673987732 1,1
0.6930086281372668 1,0
0.7580875429395674 1,0
0.8625663164694981 1,122
0.7306991715259379 1,0
0.8522094530969203 1,0
0.8573261366730536 1,1
0.6802013161830295 1,0
0.6407570854347973 1,0
0.6769091401985804 1,0
0.6498933177642117 1,0
0.7064223688290734 1,0
0.8198564237861692 1,0
0.7375223812252533 1,0
0.8095844344814915 1,0
0.6737225579668921 1,0
0.8530802344308525 1,32
0.7067167756353729 1,0
0.8074236150480184 1,0
0.7555926994138765 1,0
0.7099103544473552 1,2
0.7255591495337322 1,0
0.7626476447821836 1,0
0.7514343359608067 1,0
0.7258260765459162 1,0
0.7179608343554977 1,0
0.7811319555294794 1,3
0.7867720291439697 1,0
0.8009158605406321 1,0
0.7547457805057182 1,58
0.6369211407472886 1,0
0.6325099702741274 1,0
0.6461271370167249 1,0
0.6886573190247977 1,0
0.8250679226003396 1,0
0.789690678198222 1,0
0.7799003825683698 1,0
0.6841960984156347 1,0
0.8961572258738962 1,0
0.7183819954161482 1,0
0.763107427037999 1,0
0.8182751222325348 1,0
0.6382559413882399 1,0
0.844682279093891 0.2576878754672195,0
0.7759617508517198 1,0
0.7744405304020648 1,0
0.9208758281329453 0.34522918664669416,0
0.791602407731825 1,0
0.7345464506745877 1,0
0.6754421521455791 1,0
0.6224720799378008 1,0
0.6791229790874246 1,0
0.8203937703994036 1,0
0.7504338126133302 1,0
0.6386255989491286 1,0
0.7244330020083738 1,0
0.7072816120939968 1,0
0.7633921958926466 1,0
0.6704843264678803 1,0
0.9247962597216509 0.6648546241391006,0
0.6768864748713934 1,0
0.6794626124824482 1,1
0.6854597104668018 1,0
0.7631431736842595 1,0
0.6810020546901291 1,0
0.6675361266178456 1,0
0.7818994610632362 1,0
0.6653654889933587 1,0
0.30872100879878533 0.590933765624667,36
0.8905788331445574 1,0
0.780535842441143 0.2944700620696629,0
0.7013769978008412 1,0
0.7467213140664953 1,0
0.8346942157428883 1,0
0.7315422821827022 0.520986628399178,0
0.8759554094576556 1,0
0.6620127466934091 1,0
0.8377174541380451 1,0
0.7041277461839244 1,0
0.9638835167047595 0.9651056823259047,0
0.8672906360639503 1,0
0.7038042707194799 1,0
0.75390845176595 1,0
0.8160375756520782 1,0
0.7892788968854514 1,0
0.8954436637753503 1,0
0.6434613500641695 0.9987160868276282,0
0.7486256341635186 1,0
0.8165797336334774 1,0
0.647293977245045 1,0
0.8634784730450508 1,0
0.7694574594966626 1,0
0.7051988085820342 1,0
0.8260157510058505 1,0
0.2777705252258329 0.5101679289557588,0
0.8556385332791383 1,0
0.7052628870446489 1,0
0.7743527254052333 1,1
0.7762640937038843 1,8
0.9146340729246488 0.3583314022721732,0
0.7209715955929189 1,0
0.7243582592362325 1,0
0.7023536282752264 1,0
0.742136859896673 1,0
0.8575210110243534 1,0
0.7014359516291464 1,0
0.7055909241947196 1,0
0.7404131298876818 1,0
0.7112840419976523 1,1
0.8467061966386864 1,0
0.8921834830053156 0.7546053109732231,0
0.7356772711393156 1,0
0.6846641723063708 1,0
0.6417457098024856 1,0
0.6257167051272156 1,0
0.7224064022370821 1,0
0.8113182494634441 1,0
0.8569477519063238 1,0
0.7489392715135235 1,0
0.7017525256378265 1,0
0.6410737757869622 1,0
0.8364756117005253 1,0
0.8231211163249145 1,0
0.6621828823070922 1,0
0.40921294289034105 0.2523280521065579,18
0.8124440887286174 1,0
0.8460202410957948 1,0
0.7751008199920381 1,0
0.6885927564125385 1,0
0.7443970134550267 1,0
0.801505194948241 1,0
0.7429819272156292 1,0
0.7890351316673967 1,0
0.7582629267861788 1,0
0.7106034186669624 1,0
0.7574074429158313 1,0
0.7102455423437183 1,0
0.6945751211886273 1,3
0.7414030045834892 1,0
0.6482752470363417 1,0
0.6346539324479763 1,0
0.6619489574782744 1,0
0.8172516193212951 1,0
0.7241495691660295 1,0
0.6843735029973843 1,0
0.7949352547668272 1,0
0.8428381321689707 0.6315466258093495,0
0.7525106318327187 1,0
0.8154443522040048 1,0
0.7243600509391099 1,0
0.7974070134998349 1,0
0.7352963864657768 1,0
0.768718102115025 1,0
0.8236265324792401 1,0
0.8386869178835878 1,0
0.6651113044043364 1,0
0.6481442515124136 1,0
0.7193538261757432 1,1
0.7104020700148799 1,0
0.7166635239971763 1,0
0.8046575218792026 1,0
0.7068149462578178 1,0
0.6501307977169458 1,0
0.6854694526755827 1,0
0.7441254082259654 1,0
0.6890980501488171 1,0
0.7745295629689785 1,0
0.8142260382630875 1,0
0.633455468205384 1,0
0.8930435604984698 0.4859084245571779,0
0.7369219074860068 1,0
0.7826208307372949 1,0
0.8001650900997146 0.31571118264807396,0
0.7891730692806203 1,0
0.6611205576895486 1,0
0.7032952967539604 1,0
0.8208468115082463 1,0
0.7592543211795253 1,0
0.7272350462271776 1,0
0.7063162211435552 1,0
0.7143248968706853 1,0
0.6627065388493375 1,0
0.6962344531612904 1,0
0.7075015289775003 1,0
0.6610301292277054 1,0
0.782426700665631 1,0
0.7568164779517212 1,0
0.685013221446612 1,0
0.7901341862345418 0.37860388570384845,0
0.7555071921218158 1,0
0.6996075089314013 1,0
0.8475411113911946 1,0
0.642841146550501 1,0
0.7728717289273656 1,0
0.7686559535062247 1,0
0.8097043101922974 1,0
0.6569671276654028 1,0
0.7238952470297234 1,0
0.8699199510749802 1,0
0.6787485917032339 1,0
0.7476264820371072 1,0
0.8172852030148471 1,0
0.8587146324564519 1,0
0.7193855659330849 1,0
0.29373385825478915 0.38545754375006747,0
0.659878840230165 1,0
0.7536931789905251 1,0
0.8881363694525991 0.49731267689617575,0
0.7451393049028924 1,0
0.7103826690988518 1,0
0.7535819739179438 1,0
0.6642944864621879 1,0
0.7040791367726171 1,0
0.7274242503889656 1,0
0.6563952029840371 1,0
0.8656485611950607 1,0
0.8480274901146694 1,0
0.7000229207264238 1,0
0.6439454296587814 1,0
0.8777519852678575 1,0
0.7490568464720992 1,0
0.6629821476059456 1,0
0.7010784042793647 1,0
0.6656938117807198 1,0
0.8130403897630164 1,0
0.7640810188899917 1,0
0.7512421359878687 1,0
0.7551748307907173 1,0
0.75860324113462 1,0
0.8140798838124551 1,0
0.6420498548668171 1,0
0.8232956595147534 1,0
0.7165794137853585 1,0
0.6686422140849326 1,0
0.7498489407141153 1,0
0.8732509031651426 1,0
0.7796301210418642 1,0
0.7569012218004885 1,5
0.6810364697876188 1,0
0.8003657339602929 1,0
0.6803905138415719 1,0
0.6603372159829963 1,0
0.6852082370795927 1,0
0.7493432154710186 1,2
0.4836697053559055 1,94
0.8922785249518245 1,0
0.6996528639222886 1,0
0.7235541607874544 1,1
0.8443388273761677 1,0
0.6613456888298302 1,0
0.7135135101185428 1,0
0.6868947515547251 1,0
0.814586337298036 1,0
0.8160946815808914 1,0
0.9068880676852263 0.577115797671706,0
0.708177490157635 1,0
0.678617015352676 1,0
0.6590849477527151 1,0
0.7636660845283709 1,0
0.723663262128142 1,1
0.8032495486821293 1,0
0.726185617363826 1,0
0.3531556395931873 0.8384163337121564,0
0.6765207190598247 0.3116614690430469,0
0.7960175612157225 1,0
0.7360513210840225 1,2
0.671247642978621 1,15
0.7954961167837417 0.27838669739748756,0
0.9051470400957916 1,0
0.7194265524561324 1,0
0.6701126741416886 1,0
0.3244656519056574 0.38433410771132054,0
0.7950708713089749 1,0
0.8460474574310463 1,0
0.7098171775111847 1,0
0.7236182492354539 1,0
0.755786670176297 1,0
0.6796507515329675 1,0
0.6695452756682129 1,0
0.6770214560460154 1,0
0.7775477429313996 1,0
0.7577685468463233 1,0
0.6881992970954984 1,0
0.788951487337768 1,0
0.7553899205717245 1,0
0.8570302789528236 1,0
0.626997801868355 1,0
0.6516797802703892 1,0
0.6571704470707772 1,0
0.7169089611182172 1,0
0.8572754162291002 1,0
0.7868140325458557 1,1
0.8965305885238136 1,0
0.8817375775392386 1,0
0.6916671061901923 1,0
0.6997130673900971 1,0
0.6795537831893091 1,0
0.7588860314228065 1,0
0.7153005684806218 1,0
0.6258098188614959 0.9966731925885183,0
0.6478657551702719 1,0
0.7323502480145192 1,1
0.8498904771244093 0.8892208413322432,0
0.8641756155540354 1,0
0.6993274082471277 1,0
0.7433805658298592 1,1
0.7717243729282783 1,0
0.6529284736462215 1,0
0.7136133828808053 1,0
0.7188017002874756 1,0
0.853992444753186 1,0
0.6915522791600893 1,1
0.5088959606674366 0.2649425966422386,8
0.7153251185467951 1,0
0.6314426468902722 1,0
0.6397613491733259 1,0
0.7660240694287157 1,9
0.7016302637419018 1,0
0.87674930064175 1,21
0.7470327803570801 1,0
0.7837086597070275 1,0
0.6470087673224199 1,0
0.7285692888229972 1,0
0.805766970831743 1,0
0.7534968894510883 1,0
0.8322891931961935 1,0
0.7170858657298249 1,0
0.7305931759283351 1,0
0.816246979051379 0.8240676032980139,0
0.7880675951857116 1,2710
0.8756185243890693 1,0
0.6986463075462653 1,0
0.7415321590534119 1,0
0.7747521491790418 1,0
0.30239429386203726 0.2852820745812685,0
0.8085481123782998 1,0
0.8186890940604246 1,0
0.6290031819181827 1,0
0.8181716523440867 1,0
0.7986292280223939 1,0
0.7911537404345156 1,0
0.8211642933658582 1,0
0.7473252232729704 1,0
0.8473314110319028 1,1
0.7288552569342053 1,0
0.6595117713052459 1,2
0.6665580249807143 1,0
0.72274773295758 1,0
0.6603443495808803 1,13
0.714055327075222 1,0
0.6614563342912546 1,0
0.7394640384371789 1,0
0.7114296300739106 1,0
0.9007761204522687 1,0
0.8282282714427722 1,0
0.6832260553715047 1,2
0.8619306763476764 1,14
0.7125823685711297 1,0
0.7720144571331519 1,0
0.6467102371800543 1,0
0.6588305183355683 1,0
0.6689734831902754 1,0
0.7472633709379854 1,2735
0.6989620934995358 1,0
0.6994014960921536 1,1
0.8494747144450988 0.6409708944380864,0
0.6392984246469819 1,0
0.7341344441537484 1,0
0.6297246219006072 1,0
0.7343775764483471 1,21
0.6546054681472195 1,0
0.7383231211985983 1,0
0.6466917889999977 1,0
0.7451250113819701 1,0
0.6291300369829416 1,0
0.8538235507366966 1,0
0.7378310565681949 1,0
0.6980244854825709 1,0
0.7562975401397192 1,0
0.7381286643096964 1,0
0.6965966968916908 1,0
0.6587480077622696 1,0
0.7110200674509461 1,0
0.6605101927493356 1,0
0.7461167501116539 1,0
0.7614898691150329 1,0
0.7139118958213205 1,0
0.6809618438463529 1,0
0.6826464897891531 1,1
0.6688157834176266 1,0
0.7189730919288889 1,0
0.6265289699542157 1,0
0.7958694629267501 1,0
0.8656828723907586 1,0
0.7628672791158033 1,0
0.6400103351517232 0.9938750001442551,0
0.7547719592503672 1,0
0.8434376661045804 1,0
0.7178494587643326 1,4
0.632422720907641 1,0
0.760789412939843 1,0
0.7517390407704689 1,0
0.7504111377235942 1,0
0.8718852377751036 1,0
0.7551456202965939 1,1
0.724423878083813 1,0
0.770498619948409 1,0
0.7144576238385093 1,0
0.6535481264701806 0.9943859579697003,0
0.7656482342156511 1,0
0.6250576714033735 1,0
0.6730521623953332 1,0
0.710663091411843 1,0
0.7937767336992073 1,0
0.6935697351891237 1,0
0.6590574884748889 1,0
0.7265829319817112 1,0
0.6852474828056683 1,0
0.6925636090442756 1,1
0.8131110243441082 0.4994363893247673,0
0.6951886207973078 1,0
0.7613563033471101 1,0
0.7256975834365975 1,4
0.8384966552003311 1,0
0.7635389714977818 1,0
0.7226130433836315 1,0
0.6496647155486809 1,0
0.7669726116195222 1,0
0.7446691323907749 1,2
0.7748987362611819 1,0
0.9322863523367728 0.5332949626445349,0
0.6905918710437208 1,4
0.8647082871575116 1,0
0.8687028900736264 0.966692364812979,0
0.6985147592325931 1,0
0.6722574254651034 1,0
0.6752073690239072 1,0
0.6549456507640772 1,0
0.7077017237008116 1,0
0.6353919961205483 1,0
0.6641201156384894 1,0
0.6908658239625964 1,0
0.6992391539366073 1,0
0.8642601920215917 1,0
0.6891441705937836 1,0
0.6505734503592486 1,0
0.333688339406316 0.7613293542730857,0
0.7592857386524672 1,9
0.3203353182259842 0.42837841106592384,48
0.7639536628570335 1,0
0.6725882967097729 1,0
0.7634008354279054 1,0
0.7043326602830583 1,0
0.8457509378400672 1,0
0.6573257910071232 1,0
0.6981053362149087 1,0
0.7141376277326933 1,0
0.6967913849274698 1,0
0.7002942349343415 1,0
0.73729007246559 1,0
0.6720135113768348 1,0
0.7098808234307605 1,0
0.7026764210461488 1,0
0.8273353676067141 1,0
0.712692757540325 1,0
0.7749973044450897 1,0
0.8806564057921935 0.9378835138520696,0
0.7271325549168205 1,0
0.6708476290938336 1,0
0.6846531565647621 1,0
0.7781365882630704 1,0
0.7056092379737794 1,0
0.8607533162234907 1,0
0.6926315955976245 1,1
0.7043391430016237 1,0
0.6827408414702367 1,0
0.6742136013685605 1,0
0.7229470009082102 1,0
0.6575344463388626 1,0
0.7192812555312004 1,0
0.6678713704090159 1,0
0.6996899100480741 1,0
0.8694878506223621 1,0
0.7500846559431859 1,0
0.7747417357468591 1,0
0.6633509698443515 1,0
0.7786223358595353 1,0
0.6797008753090169 1,0
0.791104423388505 1,0
0.7630603876717221 1,0
0.7977740203073165 1,0
0.7834954278779201 1,3
0.7851059065379852 1,0
0.6706226088138058 1,0
0.8164971860057775 1,0
0.7025383782706645 1,2
0.7458044718101015 1,0
0.6887006672562196 1,0
0.363123229793212 0.676711106703757,204
0.795544072535916 1,0
0.7721833408991532 1,0
0.8664652401853559 1,0
0.6459612335292623 1,0
0.6443458352472206 1,0
0.7362565179107189 1,0
0.6331641253400443 1,0
0.7378566860538172 1,0
0.6409652430955199 1,0
0.7568149587293996 1,1
0.8169939779226216 1,0
0.8740612065034473 1,0
0.6982415101188584 1,14
0.7538988524484652 1,0
0.654718339992852 1,6
0.6336632114958896 1,0
0.7137698483664398 1,0
0.787175445578591 1,0
0.7381619996283092 0.9972599338000869,0
0.8709056773389429 1,0
0.6791813916001889 1,0
0.8660021697548556 1,0
0.6615501256231135 1,0
0.7113573819927598 1,0
0.8542501324310927 1,0
0.6857805514852431 1,0
0.811780626846025 1,0
0.6433612018985362 1,0
0.7052560068504247 1,0
0.7196086169272828 1,0
0.8532782061865674 1,0
0.6910967957904351 1,1
0.6421269243474632 1,0
0.7147113161533246 1,12
0.8305504102673745 0.9728310359143578,0
0.6161620516414094 1,0
0.6627348585744953 1,0
0.7435057377108285 1,0
0.8426992873372773 1,0
0.700446513282827 1,1
0.7135507429249827 1,0
0.7036374319124197 1,0
0.880988424166707 1,0
0.7180319539494964 1,0
0.7434979830272775 1,0
0.7420307540734752 1,0
0.6588696347060177 1,0
0.6759331658839957 1,0
0.84173736181065 1,0
0.738475961902335 1,0
0.7379813569626127 1,0
0.7167649545566817 1,0
0.774023274582879 1,15
0.7934583671215057 1,0
0.7737490503554204 1,0
0.3615104614287842 0.7903557913448775,10
0.8018576569308886 1,0
0.7852108172791368 1,0
0.7264591497055128 1,1
0.8766717414160331 1,0
0.6853771128387188 1,0
0.756476724124367 0.41726968144748416,7
0.7102824989917245 1,0
0.7656738335940363 1,0
0.8403639232614947 0.6884257708923643,0
0.7324220077919398 1,0
0.6865945331804806 1,0
0.6465013959315568 1,0
0.7105611063308942 1,0
0.8065676339525403 1,0
0.7068559943305146 1,1
0.6999596479933415 1,0
0.6439082651630572 1,0
0.6793553861544194 1,0
0.739177542661466 1,0
0.705383867392382 1,0
0.7128885424433691 1,0
0.6894612311066222 1,1
0.7630956080146915 1,1
0.8873992078303388 1,1
0.6673712622763642 1,0
0.8290549963417165 1,0
0.7769804876122579 1,0
0.7375939750287778 1,0
0.8179845106392292 1,0
0.8358062902949985 0.3789407982169933,0
0.8383901292621773 1,3
0.6728077183998701 1,0
0.8007376936408068 1,0
0.7254948593097924 1,0
0.6894855866019416 1,0
0.6602740076828248 1,0
0.6485814102299146 1,0
0.8379179172391219 1,0
0.6897113731435915 1,0
0.6679846941778446 1,0
0.8039158672311278 1,0
0.6756186478915972 1,0
0.7438830556799608 1,0
0.7842693629920574 1,0
0.6703865683342187 1,0
0.681246368441158 1,0
0.7177080446096932 1,0
0.6811883985362557 1,0
0.800657559142892 1,0
0.7596219463667492 1,0
0.750427595789014 1,0
0.866298081960682 1,0
0.7687017441155432 1,0
0.6788300109890095 1,0
0.6741631851459894 1,0
0.7093942695490888 1,0
0.7424109247403603 1,0
0.8007090213783908 1,22
0.8008046530183214 1,0
0.3751346843630402 0.27498399812547564,5
0.723318635744745 1,0
0.6211390015417941 1,0
0.7247333503195045 1,0
0.8027511613856289 1,0
0.7246622666058785 1,0
0.8580120570874734 1,24
0.6423846351643447 1,0
0.6951654582961557 1,0
0.7297849864663164 1,11
0.6803196777431944 1,0
0.7202179214144016 1,0
0.72993313772537 1,9
0.8076811220988646 1,0
0.7018085182673388 1,0
0.6483556094812878 1,0
0.657189920950621 1,0
0.731230437030172 1,0
0.8249837378090162 1,0
0.7892483478285984 1,0
0.6639438679168772 1,0
0.6932240135324544 1,0
0.7430031221225448 1,0
0.67673006633604 0.9947884186669488,0
0.8929864195364938 1,0
0.8011197706055109 1,0
0.6578119485690079 1,0
0.8672162507934237 1,0
0.8125481854408644 1,0
0.6701740703341523 1,1
0.642552913682864 1,1
0.7073692909314389 1,0
0.7331154174801322 1,0
0.6252388118841044 1,0
0.6599326522732009 1,0
0.7836669516103364 1,0
0.7373458703071234 1,0
0.804491281380908 1,0
0.8219334666249394 0.6647098496993673,0
0.733124373167821 1,0
0.6696400619823579 1,25
0.86172671225613 1,0
0.7033753887335904 1,0
0.7938076064492298 1,0
0.8108837909871922 1,0
0.8521768582013884 1,0
0.7377648485776152 1,0
0.8853527744693173 1,0
0.7211318164866402 1,11
0.6953558387573172 1,0
0.7036517692569476 1,0
0.6839072483680702 1,0
0.8911469918587401 1,0
0.6717531706143576 1,0
0.7287544209563972 1,0
0.8211781104035237 1,0
0.751370133268666 1,0
0.8950567814322121 0.9851329388530639,0
0.8497025193893282 0.2306188954826311,0
0.8734064637269484 1,0
0.703338066434072 1,0
0.7895505287432365 1,0
0.6463025490806971 1,0
0.8333902647513002 1,0
0.7152337790418374 1,0
0.8537472201859928 1,0
0.667037669377164 1,0
0.6733307758357665 1,20
0.650916732096985 1,0
0.7286293018050295 1,0
0.7541745674876692 1,0
0.6719090698845276 1,0
0.8807338683361216 1,2
0.6801669672848901 1,0
0.8843478990033183 1,0
0.719411367730529 1,0
0.6428677174313472 1,0
0.7401786804640026 1,0
0.6597594112699791 1,0
0.8254727086859329 0.9347837751384551,0
0.7239066711290689 1,0
0.725850806944492 1,10
0.6979499156493553 1,0
0.7266508303387649 1,0
0.7162300258378006 1,0
0.8640382382002187 1,0
0.8501832793543257 1,0
0.7993660505263159 1,0
0.6950418755693333 1,0
0.6642802377824728 0.30194635854059476,0
0.7204636842163371 1,0
0.3415777659564026 0.6379497121382749,170
0.7198123475889462 1,0
0.7765966191743073 1,0
0.6846020176266814 1,0
0.6984043286343471 1,0
0.8089008624009264 1,0
0.8466668316478699 1,0
0.8776231490968156 0.7882696193903993,0
0.7455894162576355 1,5
0.4159205142862653 1,30
0.8007342357214015 1,0
0.655980790309872 1,0
0.6688882436155997 1,0
0.7263216483068623 1,0
0.7511807819865504 1,0
0.6976856982838865 1,0
0.7602323318524425 1,0
0.6726188830356195 1,0
0.7748185409372166 1,0
0.7155248825898748 1,0
0.6758136123910413 1,0
0.8509718467582937 1,0
0.7803091910469933 1,0
0.7336869091825841 1,0
0.7236213757602301 1,2
0.7511633476244662 1,0
0.6610788166371581 1,0
0.3138411454564076 0.31092720640782623,0
0.6884777014299542 1,0
0.7843437529533119 1,0
0.829647569057823 1,0
0.7016312074259766 1,0
0.6960898224100931 1,0
0.7189859283999142 1,0
0.7793455162503423 1,0
0.8713228951697483 1,0
0.710048376469453 1,0
0.8836411306232962 1,0
0.7594713995024424 1,0
0.7807610752093175 1,0
0.7704367424172511 1,0
0.813825803432184 0.25249834726081966,0
0.7112137425547361 1,0
0.5919337988172607 0.2402056299326523,0
0.6560771630717103 1,0
0.7645356375355397 1,0
0.6853956007431545 1,0
0.8820820203068338 0.678771905540131,0
0.7553778986165187 1,0
0.7144201297374335 1,0
0.6798736926558381 1,0
0.8619800952213702 1,0
0.8119245086443198 1,0
0.712969517885527 1,9
0.8710130971034014 1,1
0.7970041349885385 1,0
0.7682197693027092 1,0
0.6957034399416736 1,0
0.6529420184543148 1,4
0.6918213127674397 1,0
0.8101537242462384 1,0
0.8259725460228459 1,0
0.6776584181303885 1,0
0.689549844013734 1,0
0.645911630301275 1,0
0.6631578447198552 1,0
0.3557895972499116 0.800787198218778,6
0.8411230430099332 1,0
0.625130898588058 1,0
0.7973364420812785 1,0
0.7298100036410866 1,0
0.6314869906377742 1,0
0.6757154446759536 1,0
0.6472141216775238 1,0
0.7303075480350636 1,0
0.7165312431938717 1,0
0.6623007724176745 1,0
0.6180715260737939 1,0
0.7136266360995102 1,0
0.6372431786818447 0.3017107187572198,0
0.7817911673860289 1,0
0.7479672520778246 1,0
0.7365241726886852 1,0
0.7059347926315888 1,0
0.7074894849334615 1,0
0.6674435549493001 1,0
0.709917319560174 0.8827266849109299,0
0.7143121409195625 1,0
0.5500790964696822 0.2622516477136401,0
0.6178112297824464 1,0
0.648135911104984 1,0
0.6839951579612616 1,0
0.7109575837733446 1,2619
0.7803418656155022 1,0
0.6732464067237665 0.2676941076314526,0
0.6979261868672612 1,0
0.6910649032094907 1,0
0.6863249053601476 1,0
0.781016859366445 1,0
0.5802270441520372 0.9976991978229157,0
0.6921087823125937 1,0
0.6233669596701737 1,0
0.7647983360267938 1,0
0.6497041658210891 1,0
0.7299418178694275 1,0
0.728512177611501 1,0
0.757071709801435 1,0
0.8315354544717528 1,0
0.7246628861679842 1,0
0.6880263282867296 1,0
0.6569059013716834 1,0
0.781281923357919 1,0
0.7021150107195149 1,0
0.7179289512750584 1,0
0.6970353167442438 1,0
0.6748047715884493 1,0
0.8390448088547475 1,1
0.722321107159857 1,0
0.7426047162117826 1,0
0.7059182744587984 1,0
0.8188458991192729 1,0
0.7310881062333885 1,0
0.7257609036937741 1,0
0.6552790722658579 1,0
0.7345047643954237 1,0
0.7616465010163733 1,0
0.7877477742879502 1,3
0.6310609746065554 1,0
0.820723852393559 1,0
0.7639806675689866 1,1
0.7273608771827902 1,1
0.6644580752226774 1,0
0.6527402323572592 1,0
0.6312440801528979 1,0
0.6647950898183507 1,0
0.7620776855626086 1,0
0.6429009823680767 1,0
0.7438460208533929 1,0
0.7260723466277519 1,0
0.6518134762187665 1,0
0.69506407002701 1,0
0.6787012231405368 1,0
0.7458331805073412 1,0
0.731651578780556 1,0
0.7055843497132405 1,0
0.6891728568845615 1,0
0.7179496154221421 1,0
0.750276537360062 1,0
0.7412876396176304 1,0
0.7007136452701584 1,0
0.9080392406326335 0.8976357044228556,0
0.7788917996887337 1,0
0.7029213467716722 1,0
0.7107028163715557 1,0
0.646319706371303 1,0
0.7337142057361025 1,0
0.8648181490886244 1,0
0.6607636985067594 1,0
0.6338010104516265 1,0
0.8035113538305025 1,0
0.7273503212853617 1,0
0.7726123613312684 1,0
0.7306949540743103 1,0
0.7364909043374772 1,2
0.7830360967289853 1,0
0.898536086529008 0.5725803260610953,0
0.8371110183693288 1,0
0.7699918250900345 1,0
0.7274962099675965 1,0
0.7013035942158357 1,0
0.7573429043778103 1,0
0.6814120950824734 1,0
0.6551080204885299 1,0
0.749770006008591 1,0
0.4577841254061905 0.9965798315516701,27
0.8428614817571344 1,0
0.762898384152055 1,0
0.7173915620311427 1,0
0.404274218920081 0.266190665906068,47
0.6499335192667753 1,0
0.7653401103289056 1,0
0.6501067356773352 1,0
0.8951539223345968 1,0
0.6859773966441869 1,0
0.37487737732312226 0.9328674670321604,0
0.7096525067854269 1,0
0.6864519934997658 1,0
0.7311555067771703 1,0
0.8162695204398358 1,0
0.31664502684561346 0.257159975384288,41
0.7285369171156053 1,0
0.8005713183112002 1,0
0.6956359119292082 1,0
0.8523022778377659 1,0
0.773515927098979 1,33
0.7299185954600318 1,0
0.6615383804447716 1,14
0.6874394099130269 1,0
0.7379828256167662 1,0
0.8449315484965323 1,0
0.6217946976300534 1,0
0.8381949324139439 1,0
0.8453264838159505 1,1
0.7559751400034126 1,0
0.7326672978081528 1,0
0.756415969124364 1,32
0.597224827967145 0.30173538488131973,0
0.6315659714122507 1,0
0.7261779621123998 1,0
0.7573358812418394 1,0
0.7167057694018484 1,7
0.77028622597104 1,0
0.7284146652658645 1,0
0.663689798918361 1,0
0.8993534602826001 0.26259117351886435,0
0.7303635252871618 1,0
0.6710691051913824 1,0
0.8563303696862183 1,0
0.8052992470199214 1,0
0.6704400940069447 1,0
0.7103110283200309 1,0
0.8744755718879569 1,0
0.7004653859212497 1,0
0.6846731074174137 1,24
0.7076978361551517 1,1
0.6597119527503479 1,0
0.3010334657225438 0.3345328606976713,0
0.9131482117273034 0.3911594605363037,0
0.8475250190337478 1,0
0.715390994479415 1,0
0.6846003902034647 1,0
0.7096041231415552 1,0
0.6640330841277833 1,0
0.6479685462367272 1,0
0.8570271083061164 1,0
0.732061783981201 1,0
0.7790356521744334 1,0
0.7872513550521845 1,0
0.6896633984022551 1,0
0.3372604000800661 0.2935511622848921,0
0.7182420296093428 1,0
0.7709132686812797 1,0
0.7529995053102289 1,0
0.7135436267984752 1,0
0.6690174362949735 1,0
0.9322130376465108 0.30924490495827445,0
0.8530066830953675 1,0
0.6458057295954875 1,0
0.7886324970669649 1,0
0.6368912599598603 1,0
0.676827367544451 1,0
0.6537765027695384 1,0
0.6420133116896923 1,0
0.7699116036613198 1,0
0.6875092697325482 1,0
0.6827014668896626 1,0
0.641263376313884 1,0
0.7099261522170871 1,1
0.7384620462503179 1,60
0.8452109950375665 1,0
0.7952816478074679 1,1
0.6295928460885903 1,0
0.7963817079478019 1,1
0.31863311121970395 0.5477014194969659,1
0.7240976121219254 1,0
0.8322124127133482 1,0
0.7921796093550305 1,0
0.8466929285098224 1,0
0.762104780479699 1,0
0.6511393143373735 1,0
0.673137937461013 1,0
0.7576119233357854 1,0
0.6911601988882888 1,0
0.7289315117624747 1,0
0.7477976564379955 1,0
0.7627577475188687 1,0
0.6942088118323646 1,0
0.7706937783411129 1,0
0.738850379599809 1,0
0.6298158872807166 1,0
0.8349667094382727 0.9792917090643138,0
0.7741460494360319 1,0
0.6409659996261418 1,0
0.7894740420789376 1,0
0.8857084941627482 1,0
0.6639334566580521 1,0
0.6394316014473567 1,0
0.6484407076225732 1,0
0.38516753324243663 1,39
0.7782320115489908 1,0
0.6334073066750419 1,0
0.8119010870032999 1,0
0.8520525625785921 1,0
0.7583115998645226 0.8131036142409465,0
0.6644241919931599 1,0
0.6420407805864324 1,0
0.3325834467234291 0.4850284741476595,124
0.8375377109975857 1,0
0.6933466731806618 1,0
0.6178080765054347 1,0
