states,visits
-0.2629803648837715 0.3572503300062054 -0.010797727374744777 -0.3374048225792805,0
-0.24361573087550475 -0.16629080225913512 0.00106286762808149 0.1680056034880314,0
-0.2003476261700736 0.02118336317477343 -0.02366795017705637 -0.07699331180123631,0
-0.28959560116426786 0.030034535498642462 0.04009098679826117 -0.06989166278365166,0
-0.3430678116087549 -0.03244966073296582 0.03856996421985142 0.07782736926822165,0
-0.27498018742066216 -0.21267013224217468 0.021637717282869666 0.1585759886896574,4
-0.25297198452008723 0.025035336314642997 -0.0002805097080583402 -0.08148870760128463,0
-0.19686169319068925 0.367837589532259 -0.02498658587316456 -0.3233415524574786,0
-0.30639469393017116 -0.015381415515391877 0.03431517578498386 0.16479118505750007,0
-0.21062126511695445 -0.0038089152005991167 -0.014866815437212074 -0.16124637662036034,0
-0.19595367103717065 0.18302361051029886 -0.025335746883611378 -0.20243330446310143,0
-0.22884925083823132 -0.02358311835920232 -0.028562048590150595 -0.033372799537694786,0
-0.21399576240927362 -0.018470792365522654 -0.015576819958872258 -0.05210645269313835,0
-0.21307714044774229 -0.005147246126531613 -0.016675177793998873 -0.10296667649959296,0
-0.25476612643171037 0.17207219405022176 0.007432272788401842 -0.0676284797552355,5
-0.26099466259516385 -0.23342613344385899 -0.028113733921179693 0.3774265267338336,0
-0.20639060184512797 0.02301411803468037 -0.019061103305716233 -0.10701115174486325,0
-0.28043992057973993 -0.4065099910773827 -0.005074549663527352 0.40243073990713446,0
-0.292287463993581 -0.0216471463446386 0.04402356845856942 0.18991333269538274,1
-0.5072193225271745 0.15451040657364168 0.021800486801544883 -0.2773933970200538,75
-0.3023151285127391 -0.012947806138991769 0.05156650255184672 -0.021608454387806952,3
-0.18605608155919307 -0.01513202462644414 -0.03304767733248801 0.04880890006059052,1
-0.2048177331166647 -0.006018963629141755 -0.0214171828791955 -0.07705907982524846,0
-0.2167496873012493 0.35905715785859504 -0.02909343700299287 -0.3851408314463982,2
-0.2540127647668583 -0.021758851418649666 -0.018662849078359717 0.0019945943797099464,0
-0.23317109068688996 -0.008130646706634631 -0.018154075176524516 -0.009640700897039778,0
-0.32661965859985237 0.5511730074067452 0.04744260395606892 -0.7052019237656321,83
-0.3758825233253453 0.15462148546017054 0.014738382829383513 -0.21488519304931092,0
-0.27664766460760976 -0.21586146905987633 -0.00962339475730393 0.09980061623070036,0
-0.3160651942221709 -0.1750953052517293 0.044560245424794594 0.29908372783029136,0
-0.15248344114845286 -0.19954484074692327 -0.02158308941448581 0.22363519737777438,0
-0.2977919418867001 0.027306204297502384 0.05301856752357816 0.01044736187815476,0
-0.28105140052595406 0.16156593611224337 0.029179903165043895 -0.0704484138382106,0
-0.1867715558822216 -0.20075836401135094 -0.02364306861897545 0.12908842652844676,0
-0.21090919304105266 -0.026236190178175606 -0.03039637617263733 0.05367319245524227,0
-0.3088359927267941 0.36556999925770906 0.04977000257215131 -0.48680165299052597,7
-0.1893635498849554 0.16995101286456446 -0.030229934100422188 -0.2259761995719924,2
-0.22889376076559073 -0.02131048494010851 -0.014664757392429098 -0.07007444376053507,0
-0.20527112037565567 -0.17628456877694693 -0.038078437484970466 0.36414945889420774,4
-0.258397919401602 -0.017821341329081558 0.016625735938341234 -0.0731356629509829,0
-0.2226157739471851 -0.023525587509406032 -0.01994954995155612 -0.043221836923779455,0
-0.2863339111183542 -0.2042859052900459 0.020306406667476646 0.29598340961753977,0
-0.19893568922022298 -0.1976789652871353 -0.014116116400697678 0.16717615361338822,1
-0.21308680945724476 0.1763850775397773 -0.029995344597109303 -0.10490503865286399,0
-0.28192792068855876 -0.3952791621050893 0.040342913586280664 0.4145823117204551,0
-0.19684648960704917 -0.20963398929884944 -0.03878077369707882 0.38639267888951356,23
-0.26495449586586917 -0.21229354608054427 -0.006891061901304946 0.17602150567940206,0
-0.23810909291748625 -0.19738766283568301 0.0032555918962294383 0.09377328050816075,0
-0.27339243141240377 0.022996736447084692 0.01997615406025904 -0.049676978312793885,0
-0.27631572196909027 -0.014837456840827684 0.008473664957274318 0.12118829139692117,0
-0.31352746054690445 -0.22118972324140154 0.0463001283581416 0.37885844379238537,0
-0.19418522466330487 -0.004118698896624445 -0.010038159993736747 -0.14438764210801053,0
-0.27182416873769316 -0.21526114405291397 0.0018834297254515216 0.19086129309722533,0
-0.24591526435474087 -0.21113815979081493 -0.0065804075980518476 0.2001927848681782,0
-0.259068761864042 0.17305498734784297 0.026354949663288406 -0.04636816037251068,0
-0.3028347681824867 0.18013087144045167 0.050168926940358106 -0.24463718989764127,3
-0.17006245112851465 -0.20043486716351688 -0.02372884025658434 0.19589569735660028,0
-0.21651677684163403 -0.026092376327903732 -0.015549118453780136 -0.14940948068698973,0
-0.1983512925276012 -0.006749874014778751 -0.010208877548859175 -0.11657183523150028,0
-0.3094790755486798 -0.02362516751253213 0.02341862982197375 -0.049386979850880586,0
-0.2525183082141061 -0.021599082491064098 -0.008934511273516356 -0.04563453862282457,0
-0.2763365673154984 -0.005705672834827008 0.037232432945514794 -0.06743400972750091,0
-0.20940311796472585 0.35359650214310767 -0.02290409148564753 -0.2510507165294417,185
-0.26866309089205226 -0.03722839848871795 -0.015191592467215506 0.056761955580007795,0
-0.1848428222073935 -0.03206771868645342 -0.044091280295586247 0.17242092437090806,0
-0.30312432033166065 0.02145281698863294 0.04518771921478409 0.039375751542154,0
-0.24149924533773173 0.17371801411814217 -0.0026880919875855135 -0.07454509097246442,0
-0.19059797541906698 -0.21986355869636104 -0.01977093942490998 0.23021958996769876,0
-0.16769355471702801 0.1798211336510117 -0.033127905921772845 -0.24344620383207588,0
-0.2636715324238544 -0.38951889835551484 0.011423434882939355 0.4413224013533398,0
-0.1607057540075736 -0.20079175311928368 -0.0367104819597912 0.2836554046701781,0
-0.21742892280451395 -0.004004049217246702 -0.007579666723041932 -0.15980843306471842,0
-0.2220700253521425 -0.0006074419964565425 -0.014013535186074228 -0.1650469882850238,0
-0.22465655008070914 0.16639554260076753 -0.014989422520245028 -0.008591823560268386,0
-0.31525175454519005 -0.024918247939773874 0.033554611805629096 -0.10893201731005014,14
-0.3238193837257845 -0.2263109892052839 0.006796002098924764 0.24543559863471692,0
-0.23125704156560292 -0.414692904987212 -0.017556381639982646 0.402500455412959,0
-0.16115257557829207 -0.20764137995980061 -0.0389560859300684 0.31561807277426623,0
-0.3335523207079605 -0.03291187038906687 0.018673368188175964 -0.0726074272700531,1
-0.25461431203950585 -0.21581711162150374 -0.01773376248982738 0.1368710195506178,8
-0.2554870061094924 -0.15935630003759851 0.013446855909727058 0.09864125814620339,0
-0.19064242279968652 0.18248986333721373 -0.030768634456262597 -0.27532124647376177,0
-0.24074219632751964 -0.19707376540363172 0.0028257979002765674 0.07570483754629176,0
-0.24570849002674278 0.37260214757658533 -0.015399807399022759 -0.37433863841770043,0
-0.2403259127809455 0.021457660312580784 -0.013457577137976441 -0.02580076406872217,0
-0.2550976463705458 0.35563004718588614 -0.019045108160811643 -0.3565094350628324,1
-0.21171654831224124 -0.02548338215063564 -0.03307847050173548 0.08480682548239804,3
-0.25119434430483634 -0.22216902474104136 -0.008312256576860078 0.23204517977096284,0
-0.2521824539709406 -0.00927803225785867 -0.02291370056932998 0.013977195868641601,0
-0.26637311204630265 -0.17018850155869616 0.030345604479873316 0.2397030460449619,0
-0.16840963640951606 -0.012343097074844378 -0.034767720778686007 -0.018480563841986597,0
-0.2723337386244625 -0.0257203182505788 0.001849641167222069 -0.061653612857672735,0
-0.23682875800759087 -0.21462792175389417 -0.018893196535172466 0.1338415479542771,0
-0.2337807188467199 0.16235734436352375 -0.015373729256641029 -0.25799983792534353,0
-0.3134120096915096 0.1692307880686306 0.05358382925256824 -0.21280907426298795,1
-0.29296563785959623 0.1785915355436421 0.03944465998651965 -0.12964097646046807,3
-0.23536653396111623 0.18447161143257373 -0.016813913601478762 -0.24109265294371723,0
-0.34641015009523135 -0.0344489414761483 0.03953360468034748 0.1753535388615477,0
-0.22292428550047244 -0.35210423261107804 -0.006236107753347377 0.38710167260981854,0
-0.18912318469895098 0.17332901241772192 -0.024510600189561704 -0.05487236132640022,0
-0.1518623627443171 -0.02578162946519763 -0.03404416038757194 0.07948188583821408,0
-0.21884154880254328 -0.019822174849165042 -0.01807194223133228 -0.0877343408834872,1
-0.3035024849130948 0.1832889695237487 0.03011567941668324 -0.2549071985495775,1
-0.19511772655630572 0.3624605695159569 -0.026763673223339675 -0.3976983017884143,0
-0.3336090299934716 0.3539928245859322 0.03168978414941796 -0.36081439333056986,0
-0.35998998343763716 -0.037187517426291644 0.03971358707090174 0.008467209403063669,1
-0.20418577650254857 -0.02007961646754025 -0.03538535962613329 0.00603934872581019,1
-0.21932418636207454 0.2110331381036776 -0.027163119486684963 -0.13619324316841114,0
-0.15071260752348084 -0.21297057957254498 -0.03587509987148984 0.36403250652800756,0
-0.21904917566222074 -0.00515741439621531 -0.0072108961495851425 -0.14776835800272636,0
-0.2710293795479294 -0.023138377757022432 0.021493364612072366 0.09476033279213747,0
-0.17051087320716554 0.1803778165085185 -0.0266012445195477 -0.2357168796222267,0
-0.26985358482453803 0.1594424927243248 -0.015386616575992879 -0.2755678018751637,0
-0.30139954110719674 -0.17128498854738758 0.04316265663790645 0.37211614115807373,1
-0.3015662862634936 -0.011000671080519497 0.05034583722135309 -0.03460963547585749,3
-0.3491030208572763 -0.03394423334276944 0.030530727454119597 0.0010071904916587049,0
-0.29699241903777507 0.030093555985645948 0.04040439939490689 -0.11290239734420515,0
-0.1946375946220524 -0.1605400176690056 -0.01660600307570447 0.1644438228348345,0
-0.2133573307608541 -0.21965989386748982 -0.030029755721738313 0.2742634799814248,0
-0.2580201879836511 -0.012221440309577891 0.011097624823878178 0.0806273503887332,0
-0.24879757593337826 -0.4027508621754923 -0.018564894564749634 0.38768393974144644,0
-0.3190137372138153 -0.1652375953019805 0.03391914241430005 0.23195321739449687,0
-0.21844527403488026 -0.2167721473926715 -0.03459896130221969 0.279672228946691,0
-0.29215882185527225 0.15897638224086244 -0.008386842880104307 -0.2547604252924222,0
-0.22221764260422272 -0.020762467509633592 -0.01992026638627639 -0.042398964350592705,0
-0.19554654382358755 0.1641997192220431 -0.03449001045867357 -0.15681719807618266,0
-0.24545440956757755 0.15622280728231971 -0.02552099005970382 -0.010915615531107425,2
-0.29489572666945474 -0.4017422569063483 0.024631953303485388 0.37640289992343107,0
-0.2625817502794827 -0.21226806730628073 0.009663973139012691 0.15139057259547012,7
-0.20066477383026396 0.1719437042907732 -0.038271120546334525 -0.11044502854673399,0
-0.23976818147399745 -0.17173281063070936 -0.013156823170835467 0.25127902451664996,0
-0.2839973510133392 -0.20442178454433918 0.016086891858446004 0.2234684153656658,0
-0.3802229146364315 0.15930694939733958 0.0008473994326260512 -0.33512053997153907,97
-0.29170747022793014 -0.1658844531054116 0.04246216207746049 0.2596022549599158,0
-0.21692218137305422 0.029872189947612676 -0.0054470833256827 -0.11421337579684948,0
-0.17589895653113383 -0.2037486184644815 -0.038325757053574765 0.3031604972590545,0
-0.3301629603816393 -0.018871265692667977 0.05330334658555847 -0.04636859317522052,2
-0.19091626808660567 -0.017635862393209967 -0.03266185860251729 0.049186154914645674,1
-0.3007932512565592 -0.02966533377720551 0.030181824465946694 -0.00927811456441796,0
-0.2282088437908911 0.21703388827270656 -0.0084256745227311 -0.17869009570354977,0
-0.26257008156191014 -0.16595262925340287 -0.009208014155424236 0.1225819713304459,0
-0.3315667460889252 -0.17756358497290411 0.04953988548832726 0.4130483649252343,0
-0.1882630102088452 0.37143652150603007 -0.017614190552913866 -0.3274414700655645,0
-0.21109900771702234 -0.02867123576449679 -0.032681108322077664 0.10431710133869582,4
-0.30542134835966195 -0.00741699301207166 0.04739318447152411 -0.020342350116863084,23
-0.2694076588618266 0.15837653344724567 -0.01405635335561535 -0.2410777424320838,0
-0.24072619041400986 -0.02713890626959281 -0.022048203372745958 0.010918752751990835,0
-0.32721766413745473 -0.21711686725170323 0.04034717596401881 0.1378957392023878,0
-0.22790882534771262 0.36300127994795695 2.9763576486215026e-05 -0.27846937197431837,0
-0.19491466008636776 -0.03159418686098989 -0.03744348280868946 0.14767361750079455,0
-0.24469579289184173 -0.4028303797966372 -0.007838683996902913 0.3905402470256505,0
-0.3513556525446799 0.15819987085143333 0.009187856212992365 -0.2330775122179793,0
-0.2542999328456948 -0.013512147967491811 -0.0007369844117384489 -0.10830474291142839,0
-0.17893870010480178 -0.025302688313458388 -0.039270896429079515 0.04136424112060849,1
-0.24143182055829301 -0.39328749524697304 0.00033000208037792375 0.4031653878747502,0
-0.16559134399572445 -0.03259249509028453 -0.0406470353145162 0.23261663409631828,2
-0.27638589445129985 0.1730035894064335 0.025686992873342522 -0.09272245601711748,18
-0.34717936346356476 -0.024884931603377458 0.05754935659738079 -0.052648321886791805,0
-0.16546694552521934 -0.20703547337276051 -0.03639742592764309 0.27591488761780725,0
-0.25715595912695477 0.367776444706181 0.016758762946158055 -0.32238016867511776,3
-0.2817664434978389 0.0337580311836046 0.03574614062267699 -0.13790329043948718,0
-0.2571682119868436 0.3551890594733015 0.012084508962174114 -0.3284588732963852,2
-0.2737973191746482 -0.01913387503143968 0.021737744814766067 0.18209092561185725,4
-0.3514045768725551 0.15431842120120876 0.025827064570472683 -0.1936398546541468,0
-0.19088910329014405 -0.1985112622536073 -0.016630850427965846 0.18498519680090558,0
-0.2061782098816403 -0.17145637983328002 -0.024608430068255877 0.23587800486423516,0
-0.29578692408538354 -0.16917784039888908 0.033190277308805576 0.21400883184090436,0
-0.2651627190690264 -0.17001638668799277 0.011404859550605674 0.21291076396439867,0
-0.3308086511563926 -0.027943847657830395 0.05079353485485042 0.060956962950704296,0
-0.22953515393810306 -0.36243150415721076 -0.020643261241441856 0.3827155188882668,0
-0.2643670934631692 0.4057241285876195 0.013634410622382347 -0.4203389588930819,0
-0.21312332947426388 -0.21674581407481308 -0.030052352347647047 0.2748657770193768,0
-0.2269067616673603 -0.20983799137756212 0.00024752330279524497 0.1875483887051964,0
-0.2833120521490602 -0.01913906457867437 0.0362494731765425 0.017714512743727706,0
-0.1838017879626861 -0.012850514120907458 -0.04381896927670789 0.11461282210658869,0
-0.30257408463551894 -0.20869103828078941 0.05113433346409058 0.28676993781465165,8
-0.23341799087218312 0.21206064560682591 -0.02468679082030976 -0.0884066620491874,16
-0.17943195417069563 -0.02014873675422757 -0.034902548092732535 0.26344616255529435,5
-0.20889419716679697 -0.17144961078433615 -0.020004714249347043 0.16763806955553734,0
-0.19363493814128224 -0.20556223332118778 -0.015128564947369638 0.1909672322740925,0
-0.18443231619608405 0.1707911423422936 -0.040215010840564606 -0.129961465503667,0
-0.3368495200053454 -0.03433575088154697 -0.016266949904447426 -0.008892461666265339,1
-0.2104572890495367 0.16914870959374165 -0.027820750878854415 0.025503756614655315,2
-0.16331266894254867 -0.21098992798556634 -0.04068986791956426 0.3839427210710096,1
-0.2383655197803491 0.5643305788518622 0.0021254374248080013 -0.5976115846986035,3
-0.18273765839417133 0.16863203700354748 -0.04137290402841774 -0.14951476097866728,0
-0.2306359871251906 -0.19998884108298823 -0.019195717110572812 0.11783118355315869,0
-0.19450723743338294 0.1672680954168119 -0.03720702038898093 -0.1793387144282942,0
-0.14729172637369564 -0.008038935365176192 -0.030623063051700213 -0.01660850352633858,0
-0.2795452977937104 0.35540837065870823 0.03784977754850904 -0.339686996568318,0
-0.07084950941402521 -0.3490999167631481 -0.010999952975052386 0.18484101961103,0
-0.21308189615944773 -0.015219728870330324 -0.0027741203621435037 -0.1014532968778698,0
-0.18456533956402962 -0.02114473478616427 -0.03963291038569351 0.21732957907485556,4
-0.3154319265066783 0.5707242250355438 0.04354481144437469 -0.7182766910690672,148
-0.29645767305146853 0.36174311915665114 0.03283407088953652 -0.4011992408102137,300
-0.2085718103545646 -0.015238933790551329 -0.004673249005799497 -0.0981030385934103,0
-0.2688112171476355 0.18348639755948296 -0.008216831475452721 -0.2098835945966357,0
-0.3095853322403746 -0.20769069148602173 0.04527717324769436 0.3413777039683168,6
-0.23843197943743655 0.16019477212939026 -0.030373433944666933 -0.03825264688031421,0
-0.21673952568684735 0.21073682421761936 -0.032170790791338305 -0.12636809376802638,2
-0.2951905048621759 -0.008194453185093264 0.053225015755889796 0.0016784831417793744,0
-0.23613754291594205 -0.02440561861471341 -0.023667900772786812 0.015076589739863144,0
-0.22442404115423992 -0.021331653984861226 -0.01852598947446249 -0.05609135763814299,0
-0.24129848238910434 -0.2265924788444871 -0.013319953028141894 0.20256978833668238,0
-0.2561755565162779 -0.22214128466033248 -0.004937445673977249 0.22848856446406662,0
-0.26422986382467917 0.1591424104731526 0.016518431192531345 -0.1194442255498121,0
-0.3154716750460208 -0.025324313742894372 0.05024596473668791 0.06238971663800952,0
-0.32320684418014034 -0.19843331529649488 0.04924249180735221 0.1766117431008155,20
-0.29304012293864734 -0.013371462383136634 0.01799634925085357 0.07660829538055408,1
-0.22600005610332002 -0.19686749773523765 -0.01048881198331572 0.09309606518699515,0
-0.17171102743404035 -0.20910996362276582 -0.03050404100329055 0.25783037041282775,0
-0.2778258838788487 -0.020366358133634188 0.0025577967089795337 -0.07684354624155432,0
-0.3532135373994767 -0.21945071781768072 0.046238636998279035 0.2368511298588062,0
-0.30435714306258854 0.21757044896999342 0.05246576333608214 -0.18296478468782584,1
-0.21415048937939468 -0.0027002206279700125 -0.016793278882507773 -0.18177339322958053,0
-0.2624487411572243 -0.2146699498249534 -0.001503545545636488 0.18853806164690273,0
-0.24023591039097553 0.02338644584890337 -0.012402199205562188 -0.037731198263663945,0
-0.19637184074746203 -0.20614403982651677 -0.029614320275403384 0.22940888177489038,0
-0.2589454913167177 -0.39377192057216787 0.015203953960274231 0.39340641718892166,0
-0.31507970806172475 0.18715463486067951 0.05526058750630957 -0.36664864755754867,2
-0.1945574640690776 -0.004764986014854644 -0.023819041779488306 -0.0632541014280884,0
-0.2693729351115023 -0.2017476153383784 0.013107536311327246 0.21044750489015407,0
-0.3013653440159791 -0.024121988885695778 0.04708143472797963 -0.0022037095375542215,5
-0.3124418584172705 -0.025931515016662604 0.05145498917586985 0.05926483101898894,0
-0.2764241135318045 0.21346387480245793 0.03268156861853913 -0.22027469510523057,1
-0.19861364032715442 0.17260044755444026 -0.031010059739191288 -0.2642362276711272,1
-0.26857349091831934 -0.011886311465808042 -0.009938488743586106 0.08608286340666926,0
-0.21745824575576014 -0.02171087193658397 -0.02455503680725951 -0.026388599381345246,0
-0.2156123904082996 -0.16428425431499155 -0.016200030052935084 0.14156888089741382,0
-0.35293234987982314 -0.028631635290300717 0.05171785597476723 0.10270017246914015,0
-0.0607792079937937 -0.34939688881697906 -0.012732566051925662 0.19163412184665074,0
-0.23858989724885893 -0.03005927722025828 -0.025266493428756753 0.16854380232853955,2
-0.24388508714110999 -0.16994508526454052 -0.00054643556143555 0.2117018661835648,0
-0.3061208160371788 0.15226075052755134 0.04796807784153968 -0.07003153662884176,1
-0.3246024610192509 -0.2097544353989787 0.057114803283096 0.1588598945041908,0
-0.2710863383889538 -0.03902283909415216 0.014802382127220756 0.18328141613810223,12
-0.2946540156895353 0.178540336106495 0.04855312850429611 -0.24728738250172633,0
-0.19655740784729367 -0.0016208516823117414 -0.0035929139655785356 -0.13882286404806843,0
-0.21823482655296697 -0.21904736971090633 -0.025096471346941693 0.25734606976927865,0
-0.36580086379161003 0.15423943921441682 0.00038506832353815516 -0.2068939107718235,49
-0.30450250073416485 0.3574637471600711 0.01975062364258453 -0.3487559057580478,0
-0.3634733097928908 0.16279009260288418 0.050305157399452155 -0.19469842834806494,0
-0.25037832810006133 -0.023437819120890435 -0.02373310388033951 0.053624313091066356,0
-0.16670032364899695 -0.01773533292901 -0.027150636314985953 -0.1068022539210659,0
-0.31831227793434635 -0.21630951628970407 0.0264171712594987 0.26160305271032336,0
-0.2914528077375353 -0.2124386701510195 0.016240935503797772 0.23079159270242527,0
-0.19008780340280476 -0.21549995287656057 -0.032411200841701855 0.2508940159990317,0
-0.19692079008212984 -0.166971516697026 -0.025712003048171082 0.27327695294956883,0
-0.2108983972286644 0.3572928955089321 -0.02679449382925361 -0.33075294820482026,0
-0.20467954848184836 -0.3495030549356939 0.033106261722137036 0.1777677124574465,26
-0.20883286258524394 -0.037055652037651904 -0.034631641398429586 0.061350080801998996,0
-0.20486874944451705 -0.19808213762708435 -0.0267371984735273 0.22919342128202713,0
-0.18374002809155818 -0.017077548363063577 -0.02025446688882474 -0.10447581028327252,0
-0.17967759780335976 0.16818533993642165 -0.035648318255920734 -0.18072437168453437,0
-0.49294453248575165 -0.22837660862528442 0.03144694162426436 0.16149472175948204,20
-0.2044650978832365 -0.013829413935109197 -0.02447829437586073 -0.13677833317444404,0
-0.2918516252434907 0.36898205064369627 0.018576038175328283 -0.3456106102127488,0
-0.319674532363576 -0.21248524938764354 0.003500397155614467 0.1742974559719918,1
-0.27223751012405295 0.16843379187326385 0.025873672805808004 -0.08227566046614132,3
-0.34590995655051415 0.16846036165479214 0.05695427396230022 -0.2595848384835233,0
-0.18496616607531086 -0.031420366428608654 -0.039792776672066515 0.21187325676258967,0
-0.17525517949054475 -0.018556828971793143 -0.03455224565560209 0.15114818064479613,0
-0.2007037990324916 -0.20485057796491615 -0.026480202578864596 0.2114438310659203,0
-0.24015628418306997 0.1644915212211249 -0.019476555136555274 -0.0908146885049812,7
-0.3167497087128839 0.18136893498515824 0.052410845460445395 -0.23510841043809533,0
-0.23548917150960583 0.1621886676291412 -0.02063872267670107 -0.09607415651465107,2
-0.1521798826422544 -0.01226016098414387 -0.03406843497571401 -0.01282724839442173,0
-0.1760068884152789 0.1607569026339235 -0.03595563981660325 -0.16755811127709525,0
-0.17289044557120625 0.17332743724736766 -0.0395116308999408 -0.07767509825087959,0
-0.20882264140781148 0.029005965183102722 -0.022229334202329407 -0.027185244299778644,0
-0.22027205582673376 0.17572934113582836 -0.02406395265434251 -0.038596254809701136,4
-0.3278460502732713 -0.2182076098176452 0.0367134579787562 0.3013951894887299,0
-0.19239295482452415 -0.1697472299735292 -0.020974421769808287 0.25678130299333024,0
-0.2584415070189551 -0.19844629218405735 -0.0009441354483598332 0.08790110126479361,0
-0.2892585929807797 0.16388813537338526 0.026329814101779002 -0.08718037733190931,68
-0.20140872001402982 -0.16538558526488115 -0.014535406553231153 0.185077144747136,0
-0.29179243204199995 0.16046595078175374 0.03302425271710694 -0.0014509655462370263,0
-0.21743480417386288 -0.021635660062560985 -0.018777412482491034 -0.10782940870859675,0
-0.1815128496857385 -0.20179849766463256 -0.026266981021615482 0.26291964736887746,0
-0.20576023915208094 -0.03937871702814291 -0.041680793266704666 0.10694626510579142,0
-0.24578842288892302 0.16198538436578877 -0.006220483157225206 -0.0500435802963346,0
-0.4196603925952914 -0.03665413525342334 0.02231769334049035 -0.05495095720249271,178
-0.30795834853740656 -0.02562976490884411 0.05385117081492169 0.08999789333411395,0
-0.30674168244040456 0.02350777929667236 0.04512333671529893 -0.12692198792066817,0
-0.2628229747860126 0.154227518029682 -0.017773544969982208 -0.028543329707256093,7
-0.1957311335254825 0.019466632184524213 -0.0285443062996323 -0.01582964245311269,0
-0.32055373381662294 -0.0027437323973220906 0.05025048859283947 -0.11160279260224382,2
-0.28969995608952553 0.15922464802882674 -0.012776495414739427 -0.261545799474942,0
-0.37416987878673913 -0.0358055583278277 -0.0024859539659937997 -0.04124988130456286,1
-0.14569000922080189 -0.011717730007773763 -0.035864248643999334 0.07198723773881777,0
-0.19100239644163025 0.1817453513875603 -0.03217357843026515 -0.29241867538873934,0
-0.30668315846293803 -0.033538437031237794 0.029439795132449015 0.10649653410690885,0
-0.15798147372029972 -0.20642377823305114 -0.02474054956228422 0.22428165834504182,0
-0.22463194070368284 -0.04464902556896763 -0.03489218265402887 0.21849135091158461,0
-0.24823623483652818 0.4085465506766478 -0.009668216456457171 -0.5461362955529054,17
-0.18567592507706923 -0.22101588305243042 -0.02352895118148939 0.2443149934824667,0
