states,visits
0.7937248524916186 0.783085488646299,2
0.632368018609803 0.5058842794717405,0
0.4994762597420053 0.0005172700090990395,0
0.15617381594746127 0.04445984033016405,0
0.9835975339744985 0.9222534666163148,0
0.5035647926193675 0.3564879442358619,0
0.0987556907173961 0.024586157187082708,549
0.31129700194104976 0.016134020743276356,552
0.5392527703745799 0.45162997186727893,0
0.44902576660545357 0,0
0.5068997130259327 0.11169744330504472,1
0.6736610815044698 0.5003092546517934,0
0.39699404108754255 0.07237914654957059,0
0.1460569978481487 0.01669150266419118,1
0.5279000991083533 0.1281265304544651,0
0.1552121064831563 0,0
0.7274481472026374 0.791902569420567,0
0.5283869312414077 0.37144834421070816,0
0.09091400183484771 0.0023590611550325462,0
0.4996308434016994 0.09471045350588603,0
0.21925575955972298 0,0
0.43688032696178647 0.027370391176663896,0
0.9590766977685498 0.8901014817657489,0
0.6393683765258925 0.7300849788439975,0
0.3180170035679388 0.0157155582236355,0
0.6230114413490203 0.48436508715144083,1
0.23981120106825143 0,0
0.544551245117656 0.011758506962750452,0
0.5136264354141146 0.20854759345926469,0
0.5574290380503993 0.46056413629521575,0
0.6804546426375644 0.5760955952274404,0
1 0.8943760748381806,2
0.6214933418049164 0.5870070859974134,0
0.05318177912579644 0.013928341101711688,0
0.29095367691203916 0,0
0.135415298536415 0.007645866423166785,0
0.37199099285385456 0,0
0.7948292830471633 0.9046716825285951,0
0.5306588624823575 0.25678167213600334,0
0.7561923105637827 0.8237657008644317,0
0.5166309711821665 0.005835517563157165,0
1 0.903237597515252,0
0.6078234150384986 0.5250147164481335,0
0.621075272466963 0.5408421464122835,0
0.6709201821653812 0.7610379840422966,0
0.6629587371358003 0.6172855375783153,0
0.4726876987524814 0,0
0.6192364134660965 0.5740055735370063,0
0.5592862775549685 0.4582260264148527,0
0.7143643452776839 0.7760174409103756,0
0.6436066340118007 0.5198587095331554,0
0.3476108257139096 0.013203605982405027,0
0.664783463034577 0.7984749687525745,0
0.9279588424044499 0.9457778704610652,0
0.5624133062944038 0.29302831495427983,527
0.5961972542763214 0.49870617939562595,1
0.7726926097661633 0.8526350597425458,0
0.3314358633945293 0.0076250566211318,0
0.3292516556617888 0,0
0.6010434272921056 0.5341102441929182,1
0.75444881584766 0.8686017378840866,0
0.062084163412714874 0.01328788624240705,0
0.5473350760893881 0.12894530407554833,0
1 0.8871258042969691,0
0.2615141079447012 0,0
0.6317050617893929 0.7151166318569393,0
0.575231774136914 0.5475853403308268,0
0.5258664526252689 0.5400555354496573,0
0.9947367231448918 0.9045165777300141,1
0.6618373748999183 0.7513722113249448,0
0.33139550402711143 0.06266959836667979,527
1 0.8745438675542676,0
0.4420519083153338 0.04571108754545663,0
0.8639552736793474 0.887914166226215,547
0.5069006838457057 0.12696633689505796,0
0.6629641200648633 0.7434549735779177,0
0.23722512010334693 0.007252050257492383,0
0.534256635268127 0.34387150144506495,0
0.43889537222660335 0,0
0.9210999482262915 0.9452837134416571,0
0.29851674529159994 0,0
0.488864708015324 0.020284966565337903,0
0.5045142539129203 0.04746373140986671,0
1 0.9026898881833382,0
0.7108081728943085 0.8059190254209341,0
0.6643838299066719 0.6566485399856766,0
0.6178603082540547 0.4981545331245562,0
0.9567464486941425 0.8883063866328722,0
0.5390171264895788 0.4677433762473842,0
0.5219437087311379 0.2875775573077046,0
0.7866483775484792 0.8777723598325171,0
0.5151584141268833 0.28131036471204907,0
0.19849551246444017 0.013839266162746406,1
0.771022359453301 0.8226283867290067,0
0.4883254082587736 0.02586892045157861,0
1 0.9212522977453299,0
0.5473469238871175 0.20801831383033417,0
0.8650898487715912 0.8823924861182756,0
0.5509322733651993 0.05986923608892341,0
0.5290554184610634 0.0718603538816093,1
0.5245766270165801 0.1544922475700863,0
0.5324811063078407 0.33466291812437765,0
0.5383092084698572 0.04352079338217341,0
0.7147369927580117 0.7864711806758158,0
0.8009788797747619 0.9174974017745033,0
0.5537217474435813 0.3894992810997022,0
0.5686541457985321 0.1843161937019699,1
0.78816714381749 0.7402305460852859,0
0.17476458558061556 0.0182088530448972,0
0.549983016739816 0.2541512878875741,0
0.6146914904012029 0.5186861179777956,0
0.5443470939670805 0.27480845523373865,0
0.6764563659765792 0.6947659026060116,0
0.5255922873375186 0.11319633250458133,0
0.6982660183180496 0.6738031350454942,0
0.5313000016937789 0.25687798258679506,0
0.54200542557088 0.33396836564494103,0
0.3834038576474134 0,0
0.5281435287636157 0.20283564207755594,0
0.5710551673499749 0.22028530741245866,0
0.5403762742511122 0.17668029839367638,0
0.6071413066192906 0.524874401227661,0
0.6385574651662941 0.5523483605855585,0
0.14545847518708616 0.005055944377059786,0
0.06111241451174476 0,0
0.27203827152019977 0.016158006299589536,0
0.7969040223838312 0.891370441693964,0
0.799021302300558 0.9193524131212732,0
0.11275125379678572 0,0
0.8454634322851046 0.8954817687531592,0
0.03261324880645321 0,0
0.5333739450625011 0.15884630091586086,0
0.4503784187634929 0.048238175012136814,0
0.8072881797596492 0.8923791689318114,0
0.513569980760418 0.00658134042158006,0
0.28459681813061877 0.024900058494444106,0
0.6532392312186246 0.6372230359215644,0
0.5905836170975062 0.23787447063942813,0
0.6658017654605602 0.5515527371238816,0
0.728118167007908 0.7636546171732239,0
0.39076318925164194 0,0
0.8306352013593904 0.9235478384700946,0
0.6210571649983708 0.6861524513246978,0
1 0.8864829701519997,0
0.5499233437204136 0.46066204079147505,0
0.5479905156592858 0.13646446913327537,0
0.5595893452940862 0.22756269404614182,0
0.8126265755417715 0.8689861958432858,3
0.6668837860028989 0.6262448090317015,0
0.6714802710572199 0.7208612973266458,0
0.9406302324769238 0.9181099866057241,0
0.2569348038553584 0.0242397388309465,0
0.5400738469821008 0.4287864895335878,0
0.9453158983455391 0.9180303502416812,0
0.6552072669116467 0.6608231325901275,0
0.48806537996820115 0.050414504135841205,0
0.5029622791258246 0.10376898928575023,0
0.5193507558493448 0.19439797904692688,0
0.5368521028086704 0.33092479559298726,0
0.40036527470373523 0.03186175395854359,0
0.08104973260070499 0.0178837855840057,0
0.19257985446528217 0.010789830533111864,0
0.774749966419012 0.848679914787301,0
0.5407263358643983 0.1193045043356708,0
0.5362859155570876 0.0721688093065317,0
0.57625755408714 0.40842482330714125,0
0.6378587354548181 0.7545942225263824,0
0.5169919442554334 0.005287276015472883,1
0.5684548604279172 0.5277727378552988,0
0.1060579989089073 0,0
0.23680423838928788 0.016931693685223306,0
0.08277373560126106 0,0
0.3542386169813361 0.009912701025446943,0
0.6345656509435961 0.6020556706075745,0
0.6332981227164478 0.6622082288202353,0
0.6953625539080424 0.7648877663085681,0
0.6956487572668327 0.8093941905997312,0
0.6349969174864412 0.7054260667923332,0
0.9273537904875829 0.8885229154800797,0
0.645737833987814 0.5875947655394004,0
0.08691095781533248 0.010372443354397878,0
0.5040672333349145 0.45178170874113394,0
0.0925549850737995 0.002970161799763227,568
0.7325229491154059 0.7512942819855273,0
0.952123171765825 0.894503704092016,0
0.7658478686592224 0.8454759539205057,0
0.7514365921171303 0.9129265487559269,523
0.650141616805421 0.5590669462814448,0
0.5574871910133846 0.4539699212929155,0
0.9365310539806203 0.8893909255045427,0
0.5389401775845909 0.2955900579934094,4
0.10779678692953854 0.0034050175851632336,0
0.5412099868128636 0.5494761959889858,0
0.9145334136143787 0.9082445921768951,0
0.8010030080640412 0.8646675125808283,2
0.5429283820349126 0.3949336692500718,0
0.38641698520561596 0.012023490335399345,0
0.5374987124170046 0.01499602996370088,0
0.7608212927099767 0.8562010825829584,1
0.7724990021841462 0.7768301145871302,0
0.21993664497797788 0,0
0.39711935012779437 0.00016340458799334046,0
0.5561022904187306 0.31879182870355527,0
0.5132308554464927 0.04673324580442924,0
0.5937458670012082 0.5073379170634013,0
0.6603699039298174 0.5311452113783826,0
0.5750107252619799 0.1639546546908022,0
0.5288713324421638 0.03524586183864015,0
0.5329183407461273 0.28975475858395616,0
0.300503210111645 0.011012387425571734,0
0.13833665625383573 0,0
0.529060143350215 0.0766341933796484,0
0.7367012321571661 0.8380178692589098,0
0.38876594522394237 0,0
0.19312839080212527 0,0
0.49681415364310094 0.3743361888780035,0
0.6467189934908107 0.5023183741410363,0
0.5393260188916549 0.19707490756509746,0
0.5218018822676024 0.06856781531047629,0
0.7481018910509878 0.825594192707177,0
0.5190860364241383 0.5348329641165697,0
0.2940257345265415 0.018487188291485174,0
0.5314528925182708 0.4708620772951324,0
0.9293101800382757 0.8759990494971628,0
0.23950911792615845 0.013362963650921914,0
0.8678312736439964 0.8794666684654461,0
0.5229834625654368 0.4145274376271954,0
0.5638294447326277 0.08522667102678218,0
0.6476090257386138 0.7308021167760412,0
0.5388707662724579 0.48791478483673933,0
0.5873803649852001 0.5302651939369825,0
0.7763467786555744 0.8783407978907016,0
0.9395170060866982 0.8970840110131254,0
0.43551963657667714 0.01630419373620961,0
0.6671050236331565 0.5482062662594523,0
0.48450746760584396 0,0
0.9591335962931078 0.9003556339961665,0
0.5377689901830699 0.14867509244741958,0
0.42680070364175804 0.02653008188892236,0
0.35878040884314466 0.015333300984247613,0
0.9947460574582544 0.8764876065242249,0
0.44665106286747813 0,0
0.5207970767672984 0.08085709782572446,0
0.9758160425134417 0.9007477864632243,0
0.558736800976719 0.49288316986576997,0
0.6592681070996237 0.6283458534522782,0
0.37160514359706753 0.015597783725891592,0
0.5548297870954204 0.5269140661023116,0
0.7949514920432906 0.8246502185930669,0
0.4963389421550358 0.2214011702192448,0
0.48519404188003945 0,0
0.5627633647790317 0.24754885559264747,0
0.6682830013833001 0.5009108022458785,0
0.66736484641223 0.5847802120323929,0
0.6536986660784672 0.791574148286484,0
0.49069921465076943 0.0071261977047526945,0
0.5106023145013058 0.19095708151443497,0
0.524637142594892 0.38553213317293306,0
0.5245279689694424 0.385353363752011,0
0.5697928910019613 0.2721818337333969,0
0.7728194819917401 0.8303179552787948,0
0.15851915757756793 0.012583631067460441,0
0.5340548208579302 0.33614757214886964,0
0.5320059291126791 0.3978720266891491,0
0.5168673600899003 0.421012489821965,0
0.08405461053376481 0,0
0.5439151162593527 0.2827894199024223,1
0.6878167636847318 0.6153606791304123,0
0.4051641764094254 0,0
0.608825825708203 0.38431484883062017,0
0.240856682233608 0.025533058219107868,0
0.04592076180522838 0,0
0.7706205845819566 0.8398772289363904,0
0.3091645725376286 0,0
1 0.8782882204084377,0
0.8531889047132166 0.9255269539689231,32
0.7994254854358875 0.8238034653203224,0
0.5348734344596088 0.42254076993396444,0
0.6473856593506099 0.7443062544430478,0
0.5622745073940097 0.4239476166858344,0
0.6596789261409193 0.7411337099061392,0
1 0.9276001935513756,0
0.7557830706383606 0.9322976085565561,0
0.24426506999682326 0.007024141576401777,1
0.5211697119530279 0.5046978766210555,0
0.08016943020998432 0.006628352690951552,0
0.8771092600600361 0.9074752335362195,0
0.8427843188546645 0.9088934827010798,0
0.46657718306839824 0,0
0.537398495436586 0.32632869034014056,0
0.6758006198734118 0.6118811059541492,0
0.99567993680144 0.9217189652281077,0
0.5107500704962618 0.5269223681716457,0
0.05148256815600346 0,0
0.5696798835434924 0.5217445566094789,0
0.544240277830545 0.07466280531861468,0
0.5490609488373001 0.2081394353981887,0
0.5255680458732639 0.15505479995108418,0
0.29583383703544963 0,0
0.48688620308306463 0,0
0.37082563783602185 0.014634224525711687,0
0.41018906195191895 0,0
1 0.9035363078149135,0
0.6854405951810394 0.6306818458537934,0
0.5465639635145693 0.41831592957845815,0
0.6100437301390029 0.5154946590519299,0
0.03379680617017552 0,0
0.850921339654075 0.923576746163405,0
0.46634101231412495 0,0
0.5204488294814308 0.05357688186721762,0
0.6498908322854627 0.6141736360094068,0
0.5416889618954482 0,0
0.2580269296775472 0.024105450712032073,0
0.5319352215062048 0.11774512537621121,0
1 0.8962948529012855,0
0.670332602460785 0.5189941775177572,0
0.8969841773990954 0.9147053344756022,0
0.28953122376399193 0.0021080838346116213,0
0.5327950909424124 0.5324650131046572,0
0.7253575036421737 0.7418040014133594,0
0.6438841066963749 0.6217413237355616,0
0.7383650284177482 0.7616666501615018,0
0.09678560560964523 0,0
0.2559499103934164 0.003984161623452808,0
0.4388844053545051 3.1477251503567725e-05,0
0.952872551286573 0.8859757264601817,0
0.5226069129083889 0.024290156699906116,0
0.9054365197933506 0.9139322417582659,0
0.6493686421962463 0.612121870398262,0
0.11187321638786218 0.018229244773668427,0
0.581533403869331 0.4942309522546513,0
0.5314309868351852 0,0
0.9405840452363916 0.8958432708393413,0
0.40295485884250803 0.05153588788803273,0
0.6450940923546732 0.6054082599981226,0
0.6039307965095576 0.537805235532832,0
0.343789908630137 0.004641618855107794,0
0.5375625680381994 0.19662250273461063,0
0.8697090667314319 0.9050564655807823,1
0.3041042450358531 0.024753906748366274,0
0.5607947161388915 0.4645630063420607,0
0.3157554655910529 0.006976491407302321,0
0.6591257557168185 0.6577405488256952,0
0.5310597474032921 0.08265681518439448,0
0.8043553300142479 0.9389756556638038,0
0.17060937229455514 0.02097739649521091,0
0.6967762006564425 0.7278820578748796,0
1 0.8942735468790628,0
0.18604727034788962 0.016530883715850278,0
0.5320037887148537 0.10909918869206012,0
0.28035505067490746 0.017809847889942932,0
0.5496086766223237 0.26434591165189064,0
0.15660778804381628 0.007993234619678062,0
0.5955633700667428 0.5014745897260845,0
0.7689196144244242 0.9127492976925371,0
0.6713217234093384 0.5631572683966392,0
0.5506614955730917 0.08467402307665751,0
0.537257303413909 0.3168986502969386,0
0.6484749739677026 0.6662931326745649,0
1 0.8827325789042753,0
0.9991329750442428 0.8977239372264681,0
0.5693315251699385 0.3080705058261828,0
0.6630043635982307 0.5543147343628662,0
0.5261397902348577 0.2824305021532705,0
0.6506958395372553 0.6460229045396532,0
0.6538955104062182 0.6768746815769173,0
0.6809150948470697 0.7901433382842848,0
0.5081034542421237 0.08073130498748815,0
0.875069123436786 0.8769868256874621,0
0.38105286019619056 0.001241189131052747,0
0.6456338830825346 0.6584321606675024,0
0.4720955813655181 0.00723373518524282,0
0.5213050720062191 0.5429520478432517,0
0.36057364272395276 0,0
0.7932058474057669 0.9147846163322428,3
0.28657814957514827 0.004693576152242125,0
0.514139672893832 0.5161535371862394,1
0.579247502032048 0.46058782882044397,537
0.5004814178774499 0.11207922959322558,0
0.517669801258358 0.4333965801369303,0
0.04673289794706913 0,0
0.33972561911416377 0,0
0.5219394042057164 0.09192102023676116,0
0.27442177013917124 0.002597916962115617,0
0.11447394425354462 0.016441751416500186,0
0.639742951025675 0.7689105238621412,0
0.70117806321528 0.7657640276835098,0
0.5062335941982063 0.3596430283593465,0
0.5062423937350937 0.0352599389935804,0
0.958593723440966 0.8869354276145748,0
0.5077200133277925 0.05750744497182317,0
0.6565730846335658 0.510160694223232,0
0.5039129475717364 0.23854217709746678,0
0.07912640602440979 0.022348651377324842,0
0.6155219272174874 0.5173395258240783,0
0.9591510448146175 0.8988510902359101,0
0.5827025604054267 0.5362781287017558,0
0.8686932105347042 0.8960212433682054,0
0.9357991885318218 0.9104898792865977,0
0.5275875686393933 0.3290038606773359,0
0.6540602494642701 0.7820581439175479,0
0.2927376553453702 0,2
0.6500570562652122 0.8065877942112882,0
0.8846285089942459 0.9029280453249166,0
1 0.8874644975382763,0
0.6739404732030569 0.5263616183754277,1
0.641084822874055 0.625933529584155,0
0.557015745971796 0.07380206662070457,0
0.7800040806349027 0.924804974963629,0
0.9994159964050924 0.8943893228199422,0
0.3508667958039506 0,0
0.7522003272442893 0.7558971461176268,0
0.6468652637967348 0.5704318535839298,0
0.6942542308679328 0.7174208994007251,0
0.5721106264907014 0.3820743130316327,0
0.5132337525915297 0.19348332303588842,0
0.5230067161751967 0.3242005179921962,0
0.33418560376032647 0.034070709294695495,0
0.5396709673028774 0.27636805171844814,0
0.5315822186240847 0.5001155420169614,0
0.35574315639977994 0.0022035743564192095,0
1 0.8708210944395319,0
0.5695689549728414 0.45344542572470814,0
0.6795673411958204 0.7827224637212016,0
0.6691109454950831 0.6760014327474863,0
0.7864517859874066 0.8146730015499473,0
0.19477963466482612 0.024070197227951416,2
0.4768863198141746 0.010435066694968336,0
0.4301968804782398 0.016041810605868508,0
0.6746786243187962 0.5937657800892825,2
0.3614568521007666 0.006300970439811998,0
0.5646413735037118 0.30440538887699276,0
0.16769052962011505 0,0
0.6548339795675601 0.6328334348014114,0
0.6563044178291694 0.6314859021751599,0
0.09522926668073664 0,0
0.3773500041199618 0.0041976591722710024,0
0.6808938118879045 0.6729994175893386,0
1 0.8733634228729861,0
0.23667705477100665 0.018142176322534884,0
0.5337447991932636 0.5087474425668771,0
0.5469308983195882 0.5425789412666937,2
0.6366905476451833 0.6342817545104945,0
0.6668973228660116 0.7939467911604916,2
0.30683738753990025 0.03630463328307545,0
0.5396019074863666 0.5179087018764122,0
0.1420767456478927 0.0066080075468336235,0
0.34495603482858267 0.02917297377702764,0
0.2146269805084996 0.01612088622915408,0
0.5820122200320612 0.5366774708464308,0
0.30275617747198763 0.0026079971286616247,1
0.07229657333685593 0.004935585055776368,0
0.6312302946609161 0.5834329510442771,0
0.6422563577514202 0.6314611210641907,0
0.6516103961335998 0.6836871225978038,0
0.7761894257465463 0.895900176953379,0
0.5030017795320983 0.5009805848330966,0
0.5729541102267576 0.4608692347141127,1
0.7877790854705407 0.8421704553417837,0
0.9310319799135461 0.90965246856152,0
0.08330299622984186 0,0
1 0.8832019704993689,0
0.5083739809469479 0.0635905798795865,8
0.6300506636082795 0.5352642856592857,0
0.551580874308589 0.5385489966070012,0
0.7640547017500309 0.8057295720854548,0
0.6547024055688898 0.716541432554821,0
0.7608245856164605 0.8538901043866923,0
0.5453059139131164 0.1322911962493303,0
0.1829292086876153 0.002374623490844778,0
0.15437249595126637 0.013973233029222647,0
0.04753007865446424 0.001403673855164591,0
0.31255449748959896 0.006250136115547641,0
1 0.8900899844667884,0
0.5563123035591399 0.017091871033183555,0
0.508671662060121 0.2335925223814653,0
0.5340573295673527 0.2927623547608037,0
0.49487433505832096 0.4304215328442494,0
0.6633973431418241 0.5230509008049673,0
0.5400879095135032 0.22981132400056287,0
0.8320934112630524 0.9166106608550058,0
0.7574504349252841 0.913670383826017,2
0.5600890018001765 0.5455668472869153,0
0.6261362095708527 0.5121657477328837,0
0.2655939755604865 0,0
0.5423911807484698 0.1888941695532241,0
0.7895298626606662 0.8442887443470167,0
0.8474774300599645 0.9039547608249839,0
0.6067723526222477 0.5543722528055511,2
0.9468921916437425 0.9255865714878535,0
0.790172997895907 0.8041026949032468,0
0.5469465600319744 0.1730580981660994,0
0.7352690309501523 0.7650802775932257,0
0.6522455498885767 0.6681838786337417,0
0.2930261471582741 0.00011245905956594297,0
0.9352766946449975 0.9161167452770844,0
0.30661898050084796 0,0
0.6928855337360884 0.7541531069266386,0
0.661872163556037 0.763516310422265,0
1 0.9116689161239128,0
0.8947215750333403 0.8833500768783158,0
0.5384505453555481 0.06924197236322999,0
0.8812241349128014 0.8786394965964793,0
0.44460870739965686 0.013572691609661923,0
0.8356858679583917 0.913570536900834,0
0.4965959777380744 0.16331012709071,0
0.12808495802002656 0.019774817433510384,0
0.541854403394513 0.1894247411343296,0
0.49365983344151615 0,0
0.58704497525225 0.4988597664923527,0
0.5229381015062415 0.06695288030048277,1
0.5025335181937135 0.14524078829761794,1
0.6603318147026532 0.5167930024462104,0
0.5114888423935009 0.012370257825419862,0
0.51604499906158 0.5501858972766124,0
0.5610963841418133 0.31559014126925966,0
0.2349734061471415 0.0054964908688770195,0
0.08954135216513867 0.0009203093382400284,0
0.7589933312399529 0.8359753481383985,0
0.3398468605374416 0.0009936013763581252,0
0.9982331541497527 0.9322196483648896,0
0.5101946283767551 0.34046942137099184,0
0.06138013386475982 0,0
0.8203269864810061 0.8793443293940186,0
0.5190650494596659 0.4359112816762373,1
0.48185062345717616 0.019437394811617926,590
0.26872734254168446 0.01059917356018102,0
0.567248617560088 0.1163855783977922,0
0.45735002323408713 0.03861753158077589,0
0.5625594284091799 0.48125096576733695,0
0.7858339088569831 0.9140388705631177,0
0.9094747259179919 0.8866788178736393,0
0.5320499571032783 0.2974479492268004,0
0.6824690101793961 0.7844150054706234,0
0.5270680741317576 0.5104438679729325,0
0.5262444475229043 0.49224849405778326,0
0.8621230017322999 0.907949608913798,0
0.5314195006790118 0.09675813917521314,0
0.6337698351373269 0.733015668269909,0
0.7333098635660091 0.7963491842016965,0
0.5477674838308196 0.09627063260686085,0
0.37486570002339176 0.016565704904212348,0
0.9567034232705764 0.8965037187978461,0
0.5303281508847981 0.1515142156181003,0
0.7642181173467082 0.7910398278720576,0
0.5325190737386813 0.39349091102713213,0
0.7892448751116083 0.7815719989684538,3
0.7499430280548629 0.7233900507360387,1
0.5570634738398307 0.08726350793766266,0
0.4499570797666059 0,0
0.5669023062725123 0.24449663403359598,1
0.12899185476700703 0.009485814875570079,0
1 0.8904821013351647,0
0.8445588198192437 0.9204354094391505,0
0.9150343833811567 0.8966293491315613,0
0.874123214404127 0.9127248895585229,0
0.2473990304945837 0.017044824464015198,0
0.7859617532390571 0.838618098425256,0
0.8982031980751404 0.9017045304074225,0
0.7446083304457047 0.771348192873187,0
0.5544227338120381 0.5030181083122838,0
0.5519151701161293 0.38043621943667516,0
0.573341828918117 0.3311221006334786,1
0.5520081087226157 0.44668490526421867,0
1 0.8944175030192697,0
0.9393091299307544 0.9246392018494911,0
0.6650489855618107 0.6517046487943801,0
0.519234712972011 0.1130497305017896,0
