states,visits
0.6918107877068888 0.7407441189518302,0
0.043643449716097515 0.0004983767850535848,0
0.4791985763992207 0.07900494339626606,0
0.4376806969743685 0.012708037617736548,0
0.5332125236630187 0.23137340810315604,0
0.9796964473134535 0.9054378747970937,0
0.7780040419177284 0.8976751259013637,0
0.3208698207294443 0.03495980977157413,0
0.5246902138745863 0.13668240300815057,0
0.41392103926748314 0.024981588991324525,0
0.42610127390692165 0.006099802637402096,0
0.25902060430764373 0,0
0.04167203180585245 0,0
0.4889910170463254 0.017427716899315816,0
0.5303186152332595 0.39636888855289243,0
0.5589870932150895 0.11934146772994939,0
0.7124114000190294 0.756788240808859,0
0.5064046760985268 0.39710084039571714,0
0.9845208961893765 0.9383784083027575,0
0.3265781983393051 0.06656804832823013,0
0.3900105595303506 0.019574266012533464,0
0.5532315036991026 0.14022748916238215,0
0.29394425022502135 0,0
0.792549887195177 0.8126718745384983,519
0.5093556614178669 0.04830336404735859,0
0.5329029942612872 0.4488589387559976,0
0.7708665365097577 0.8817645027767956,0
0.5285659873732642 0.12636215911369061,0
0.6452990712627346 0.5757905535363123,0
0.7887556146612906 0.770818861446284,0
0.5407812462789939 0.44430035789726335,0
1 0.8832667304462807,0
0.5048398942585178 0.07820355405309276,0
1 0.8976573188849797,0
0.15516146558495686 0,0
0.6863413587626325 0.6827659470440179,0
0.5174619601967114 0.31334018976499717,0
0.9373175734649484 0.9403784552678163,0
0.16349770524985546 0.003971255195050697,0
1 0.8917304693679082,0
0.5630779554541894 0.5206275000207174,0
1 0.8917829109033684,0
0.5633941772713928 0.06810351125540695,0
0.10228427117228703 0.01596151356797282,0
0.8484223955137683 0.8694528496689091,0
0.7800514745725626 0.818421383521229,0
0.269416650538165 0.02761921980724314,0
0.20700346939400316 0,0
0.1539767074512976 0.02118364781536707,0
0.6635140970304478 0.5603747847715629,0
0.5443669931096552 0.3704750161440528,0
0.038987080353495414 0,0
0.05922352739430667 0.0002657239950558177,0
0.6553886056239926 0.684082499035331,0
0.12333529534705406 0.013763398529600398,0
0.6675317235089304 0.5257609768364858,0
0.35636677888391977 0.043205040849886064,0
0.6531820965082817 0.512624033721882,0
0.43666033771426727 0.04049570565182542,0
0.6329212079015261 0.702098235931934,0
0.6356148969240445 0.700113513905002,0
0.6520676316211148 0.6843053272882733,1
0.5866655895494913 0.2051819762088901,0
0.5550442388608152 0.5507095168538664,0
1 0.8787504339414997,0
0.9540089875360382 0.9044424367086396,0
0.7954806006253765 0.771337408715049,0
0.5626917268626488 0.42356708602378307,0
0.5366258856684575 0.1899839809570085,1
0.8539001418456857 0.8639376159845422,1
0.4534765134945298 0.0075217185891345946,0
0.5449100421186224 0.03525031196427215,0
0.5109641133755639 0.3562829131993465,0
0.546805893394514 0.14480298967384297,575
0.6770220611745414 0.5922084626934424,0
0.5773444916656406 0.37914949069174114,0
0.5388981172593611 0.3899173470550607,0
0.8457887835826421 0.9215313667159266,1
0.7438764630978473 0.7841731735844546,0
0.40696470686149966 0.023848709602603452,0
0.984337623102096 0.8924929016196169,0
0.45502122677650836 0.06498338363530412,0
0.7114772073283734 0.7950962384717947,0
0.09916436164870354 0.006612372199350315,0
1 0.8895956743949737,0
0.9141694689579533 0.8987936213551181,0
0.21145536286848354 0.01818768427023484,0
0.7656004888157728 0.7602303153294567,0
0.6823844943926854 0.611421679946274,0
1 0.8804164527988161,0
0.5084915730212465 0.29825517926206774,0
0.3839525371999063 0.03398652506939043,0
0.33169253854169767 0,0
0.31522124945395014 0,0
0.9868313508587802 0.9334406852440278,0
0.5011228100137545 0.020200335118986484,0
0.9749201100800362 0.8791429815791318,0
0.5201707838757502 0.2481080713735287,0
0.6224908944393304 0.7513525932487098,0
0.8117788974391645 0.8853628912506379,0
0.7066040014866264 0.6578584639975777,0
0.6915013120507939 0.7407542392744567,0
0.5880349526377332 0.5166831557641957,0
0.8438499583461794 0.8922707830189396,0
0.5140759629330546 0.2115417431698931,0
0.5084000342179409 0.3190751229581468,0
0.7866517561599322 0.8232328585973855,0
0.5603396857006928 0.5552777737358312,0
0.420422076904659 0.0273560413793983,521
0.2378596214227228 0.005441476879281977,0
1 0.9007133536322244,0
0.4944627855803286 0.019453945731854844,0
0.7771200779401587 0.878795583592187,509
0.13752447247480168 0.01750188968476312,0
0.8884627507103879 0.8802224743403644,0
0.7010790073701155 0.7651288780177679,0
0.6624716451527988 0.5557325044407074,0
0.6736091835007328 0.5597102159778884,0
0.5582351344572186 0.22244740387739603,0
0.5693593755248663 0.42225674677467395,0
0.8773454411512526 0.9252000024476423,0
0.8053316587601806 0.8763738781973127,1
0.08741169629247914 0.015358515323237176,0
0.5089360682717011 0.1997858949833456,0
0.5448050635793025 0.058385432843896246,0
0.5432285060413747 0.40512782597623614,0
0.7310056882134317 0.8225303417942413,0
0.5670584304533133 0.15381833637192166,0
0.7664535955338732 0.785202533214658,0
0.150736876467843 0.005591946544838779,0
0.5133970203193792 0.27118905040294483,0
0.9236407633380771 0.9102199709852938,0
0.9443720146365708 0.8893821704120685,0
0.15959388476352848 0.014162750296205505,0
0.5209610766561957 0.1394784397443669,0
1 0.9112962779916729,0
0.5724534709845298 0.4565504659617065,0
0.298573553728386 0.001250550388661026,0
0.6234228950725473 0.7357362977448176,0
0.457724531841818 0.02282754342246749,0
0.5484353677488288 0.4549601356717348,0
0.5452077430038771 0.058850305130000474,0
0.2304252730463367 0.0060451579351612494,0
0.09850358547402191 0.006524298828447248,0
0.5211913283383096 0.367628216034235,0
0.17948954284173813 0.008392012469135828,0
0.5886862303396773 0.24831621708990664,0
0.5092715316268268 0.29945146078826024,0
0.8322843831321953 0.8786389236972728,0
0.7546267881845727 0.8042683924740354,0
0.5439398215643115 0.29483774626369363,0
0.5393475653271566 0.512554439831095,0
0.10908399846998273 0.010175916068809219,0
0.4716504935858171 0,0
0.5875207673824143 0.3992407375422996,0
0.5209494081195608 0.15370572224541473,0
0.04692376625514054 0.005877343526066831,0
0.7941244239191925 0.7646360848267064,0
0.516050480708502 0.15930018859877526,0
1 0.8996648450852495,0
0.6661236233198154 0.5074100581332821,0
0.7173226764150636 0.8105075516919805,509
0.9595437363326406 0.89304324527514,0
0.5325036952176536 0.0201770858528068,0
0.9523753636711016 0.9208479679598641,0
0.05555778146780422 0.00404757684457926,0
0.8574550031019366 0.9287583610189177,0
0.5601192826301219 0.3619987356406438,0
0.5143437248233147 0.4378875104961316,0
0.5952468197786913 0.5134370697590793,0
0.6058639322635186 0.5502539113865902,0
0.6810890357327958 0.557741683085058,0
0.5609975879621184 0.3533910871636212,0
0.6560701169472205 0.7121095960781303,0
0.5636355796469327 0.5111741946984201,0
0.5473945889357841 0.06918471998965961,6
1 0.8834348530908033,0
0.048681320487778304 0,0
0.6534228030435211 0.6642464114654797,0
0.755198968466589 0.7743031966093282,0
0.8141103967399774 0.935297238480818,10
0.6368963310740606 0.5464422786946664,0
0.5618264493127632 0.21665869728654072,0
0.9976028771997845 0.8827857521630976,0
0.5266031419758609 0.5597530366055683,0
0.6269148741397681 0.47475012586266524,0
0.0464585997806001 0.003829017178297981,0
0.5182431603294514 0.18417834578072906,0
0.5317042962433592 0.2094366547804579,0
0.7408989928723678 0.7427801343255398,0
0.5019081891131945 0.30416512875108265,0
0.515555982994889 0.4070470059742046,0
0.5187070575178939 0.18675494395631884,0
0.8580257116529832 0.8996912231586002,0
0.3432288821950163 0.022891182992576094,0
0.6795887119213433 0.6705524672476215,0
0.9058148223359906 0.8743533025380764,1
0.5432372079244887 0.19257776532132923,0
0.54955978810981 0.3074965887426058,0
0.6416760471487946 0.5186967264783027,0
1 0.9009253515202879,0
0.8113797955553347 0.9071809615761631,0
0.7718576654546635 0.8316098493830764,0
0.07149765970952984 0,0
0.22938452527285502 0.005493307640447574,0
0.654439067121602 0.5727507337699205,0
0.5175830331591333 0.25561696200707495,0
0.2607616730807735 0,0
0.2995292942566407 0.002876859888893836,0
0.5628440203697331 0.32426702547691344,0
0.7853687968983042 0.7758125651580673,0
0.5290297203993838 0.11552774847062218,0
0.6374650590677522 0.5288948858046892,0
0.9813515846075281 0.929267635529446,0
0.4942355089061258 0.331401311498403,0
0.5959669447077254 0.5556451915992534,0
0.6359166377184559 0.7134364565227411,0
0.11844320798086184 0,0
0.4873237474066928 0.003453147192452444,0
0.9376570167751858 0.9175337545012349,0
0.6786884674469195 0.7394468728896938,0
0.7831054999846918 0.9113897478609446,0
0.5432779450507581 0,0
0.5387621394205748 0.5368073738342669,0
0.4457207782169732 0.003032211045904707,0
0.76382899397998 0.7286974876233409,1
0.6267380770287516 0.6086743233738717,0
0.5045939290928131 0.4212108177628515,0
0.05552314986969456 0.013998271523632698,0
0.7650107377824881 0.8888474490435632,0
0.6424487256420838 0.5308013923984053,0
0.5230914393044513 0.20339327388265915,0
0.9130487003784984 0.8958460813210027,0
0.5574387002805458 0.013002075915728911,2
0.5415408004013498 0.027768392248195238,0
0.5479371705194969 0.5253114856251818,0
1 0.9021286717179198,2
0.7844450054599323 0.798266717217582,0
0.7108272146635077 0.7760500615377909,0
0.5230612429400238 0.18521185056589273,0
0.23627256971621255 0.013492205718072336,0
0.5013511020524918 0.1685100934720683,1
0.5636243224231208 0.3597496879316589,0
0.24639182970638168 0,0
0.2905457822558851 0.020816219423017045,0
0.22214754002756465 0.01690481719404419,0
0.5251091940740206 0.5324780165419183,0
0.775907983728994 0.9157951539916384,0
0.5285017002826657 0.5336649817172544,0
0.32187139431890543 0.013744437241129028,0
0.37342894113444924 0.014743478128148881,0
0.6173731128239021 0.5577544945370912,0
0.9764072529057252 0.9465490049788079,0
0.8810486177784963 0.9234508613241457,0
0.5093999214556412 0,0
0.6926400963421367 0.5972687673691586,0
0.5151400989982469 0.2618898981940122,0
0.15444730694141706 0,0
0.6809676704917792 0.734244748434659,0
0.9423553827391282 0.9319021794324542,0
0.6952658054600096 0.7894199039830788,0
0.965053874212233 0.8829852125444668,0
0.5035377005632179 0.3684499792463797,0
0.6599128179962288 0.530134750390994,0
0.4600388612298615 0.027396342275290916,0
0.5889799330008761 0.5544406711042132,0
0.5380258617258917 0.23062830987814192,1
0.5004839593008575 0.03677924122279219,0
0.5276312818488574 0.20893411597726327,0
0.3723345237103135 0.013991851605040951,0
0.6294192334553452 0.7238553843282034,1
0.6606906438033349 0.7809795824393109,0
0.8791074351239648 0.8914704019594378,0
0.5891539977800268 0.47928241145962824,0
0.7893600265450759 0.7474028870414876,0
1 0.9349235495597171,0
0.908585045792573 0.9067715891298385,0
0.7716459549444408 0.908972353425494,1
0.5256269266328073 0.20356579876833653,0
0.539790971942048 0.20030513886265403,0
0.976255021820882 0.9360621033229791,0
0.669493168519316 0.6422924797181266,1
0.3668015979827593 0,0
0.6523981305359393 0.7417335370358966,0
0.5554446242441446 0.22053695833835235,0
0.6240512518344682 0.5311348032562764,0
0.1149487446337948 0.01134864767612095,0
0.9886449935669422 0.9263413986081508,0
0.25376494490764057 0.017466411930819752,0
0.7638213803869475 0.8731470052928932,4
0.663143177965108 0.567862416919978,0
0.7247736672437878 0.7922174902101627,521
0.6919125181195499 0.7142467104802465,0
0.14923393648277578 0,0
0.8075250750247703 0.7757160353865968,0
0.559395159405651 0.03193755976612189,0
0.04455839226680947 0,0
0.21592329467018706 0.013600155997928402,0
0.43976544673184104 0.0003624778270695725,0
0.8724450435214571 0.9043833997141005,0
0.8737429632823808 0.9274636314384522,0
0.2503385208842748 0.00716723010466494,0
0.4950835489827265 0.11440125112747188,8
1 0.8842818088115393,0
0.4744693708748091 0.02107272496974154,0
0.520092322486634 0.4081054955699383,0
0.5295357443050743 0.20458273184206685,0
0.35549755330878086 0,0
0.08664759830458421 0.0012313432637329706,0
0.5349320500525762 0.18142108675347257,0
0.648620891014326 0.672719454361851,0
0.5095112111331234 0.3179595123145744,0
0.26503831447624304 0.04658817064463284,0
0.04517113364224854 0.008083464713379387,0
0.621699734057445 0.6883639269950137,0
0.09640687976166819 0,0
0.5327646862073886 0.05799849831607327,0
1 0.8802616327134299,0
0.2179798703050629 0,0
0.5090707120627765 0.16420888246053617,0
0.04273736628992858 0,0
0.5393554437080381 0.5370828380586574,0
0.36253482500505424 0.007110893389324325,0
0.7017186376722774 0.6641570603657267,0
0.15762754954306094 0,0
0.757447661858226 0.8362681272480813,0
0.7936467979229364 0.8912838945719216,527
0.8191018177795991 0.9327007265425012,1
0.4575181312891655 0.0010458459725346968,0
0.8700351459718927 0.9117759338056972,0
0.4990115024461461 0.2805726013675918,0
0.6661171805766605 0.6473387761266363,0
0.07815905458528954 0.016232555075663332,0
0.6251870045847587 0.7715637405337386,0
0.7242729038088467 0.7733980410394954,0
0.5454162143493521 0.0600876172054569,1
0.6435948611102846 0.5562247742749606,0
0.5872432977250049 0.5431934953827641,0
0.6710775175582279 0.7359809683756107,0
0.9941423049324102 0.915883757243882,0
0.09844320646936616 0,0
0.8719524639766045 0.8915449982115113,0
0.4291046783371954 0.022938715054998976,0
0.20998558497695408 0,0
1 0.8925782048964938,0
0.6233660843434932 0.7309477706633691,0
0.6453405212711525 0.7880016919013701,0
0.6282823382806908 0.527013369196413,0
0.6565583214166433 0.6809325695645939,0
0.5481529726728276 0.5341569575424009,0
0.34156995390213374 0.019989622331305856,0
0.282032848088972 0.03533286719246681,0
0.853027041155207 0.9460822606517556,0
1 0.8919479137282316,0
0.5526381741282763 0.0322705283906241,0
0.41532961804767105 0.03218619744680257,0
0.7191400311545043 0.7628930816165682,1
0.1470422393402287 0.010152625290093784,0
0.5504732452214134 0.41945333886050534,0
0.5389141581153815 0.27343720434072355,0
0.549827160889144 0.2817130286516958,0
0.353389752308121 0.013293881036513083,0
0.5399195325659368 0.12781113838517166,0
0.22896277017058464 0.001255189016833881,0
0.5164457430876768 0.14200874547131098,2
0.5677377197177814 0.4930901835200212,0
0.2918904182697792 0.0015341969796321322,0
0.5014467994083566 0.09861579050301314,1
0.4914164299160795 0.04462825594378306,0
0.4971583873611091 2.916198285967883e-05,0
0.7850740562986163 0.8818203191330033,0
0.5482806440968114 0.14904703566343308,0
0.0657161628538613 0.009204440949605654,0
0.5815286833492574 0.42876746776950764,0
0.518946906295091 0.3500851770034955,0
0.5087210104688503 0.2098889391992121,0
0.5512766085245178 0.10555082515557074,0
0.35744736705037106 0.0011132644172479633,0
0.9375586891807561 0.8797373137024083,0
0.5264692254023016 0.15402894380773596,0
0.5068131092025224 0.041824498090925324,0
0.8091568426651315 0.8997518039534034,0
0.830523113327755 0.9122322206534004,0
0.6437007061171294 0.5763247940760141,0
0.5211584022012398 0.2915057102556625,0
0.23743979212067262 0.017346213872565724,0
0.46357470561617053 0.01465200017506818,0
0.5205791144048525 0.16664140173713632,0
0.4001781849245505 0.014984775165390674,0
0.8679587340646746 0.8943477986196133,0
0.5417133734179251 0.3579624620903474,0
0.9028669829990917 0.8901717548658326,0
0.326250121924212 0.0053841946157605425,0
0.5022830906831716 0.29199816577176596,0
0.8726771724093805 0.9065323512960712,0
0.5232111201690859 0.4154039220948871,0
0.5355178593875546 0.4209758034542416,0
0.9925913070319762 0.9279905061370793,0
0.5389002473841703 0.2087971874786888,0
0.5232729519246235 0.04005564477489895,0
0.08578003189386678 0.008497806937480746,0
0.47770050129544916 0.05357371984591275,0
0.5421654855786457 0.03201285991357501,0
0.6829355025317315 0.6444770004351423,0
0.06679079040669013 0,0
0.8397080427865758 0.8795910265740066,0
0.6450135570505655 0.7212135717169774,0
0.5440699128934112 0.07007794019778628,0
0.5348909594110336 0.47780714943517666,0
0.47196985570179795 0.024245385604782906,0
1 0.8983493304379266,0
0.630793564619583 0.7119236232754341,0
0.42421607410663076 0,0
0.6451049434826397 0.6588975896253194,0
0.661660829690793 0.6695889831169839,0
0.7129970167376967 0.7435739043761441,1
0.1017382773770591 0.003933477495260372,0
0.8591541441766519 0.907311416418651,0
0.5658248005509683 0.12255164963545805,0
0.6409579220311014 0.49311507569424984,2
0.045618654188173915 0,0
0.6715647113868469 0.7638046070547766,0
0.636148301842957 0.6014740141120147,0
0.6443541110206839 0.7133948747235038,0
0.4240807807581498 0.008811302568458199,0
0.5253794536812085 0.24602558022623972,0
0.27881347544006113 0.009992443230089012,0
0.8838016561334967 0.9117751174574465,0
0.22450861922223503 0,0
0.7705134475419262 0.8872551101168337,0
0.2887280120086396 0.010285893794138235,0
0.29643673184733016 0,0
0.5545859295135955 0.3813098486290825,0
0.6425894363001574 0.6372238731438717,0
0.999815692658831 0.9322066567084408,131
0.15775317321798363 0.007789612374106099,0
0.3587296538340244 0.0029696722089464908,0
0.5114854134259863 0.2894976193232964,0
0.5752133309875355 0.47399815481680074,0
0.8837858013249164 0.9559679312886395,0
0.780949632341835 0.883415316939447,0
0.8674601720269643 0.8604196876196598,0
0.05154323894937907 0,0
0.5166102985308407 0.2938467866001425,0
0.34805334351730444 0,0
0.7914594296050868 0.7743284528845522,0
0.11603301776085787 0,0
0.5690100998715913 0.39576440310007144,1
0.650571914508292 0.7426779306725534,0
0.16747992284496038 0.01162281221958978,0
0.8040876843723564 0.8965908723252746,0
0.5364847757584081 0.11527501135216933,0
0.8961079734715732 0.9267290010178288,0
0.6449193371268503 0.6301571897818311,0
0.5119883470584056 0.4712516371125387,0
0.5411095205537669 0.2175560272366201,544
0.15285670641280022 0.00949255883975279,0
0.5169690213198276 0.13233436210627436,0
1 0.892891965052174,0
0.2199544892413921 0.009029922715695705,0
0.806047895645351 0.9194245481943132,0
0.2748149026676239 0.0033063462080962338,0
0.5936887818553039 0.5287771747706935,0
0.06276297158940146 0.001976961079982339,0
0.6146671636412082 0.7856030895346016,0
0.4328765763037721 0,0
0.5971913931064708 0.5110353262588138,0
0.7598741032599149 0.8388330507267099,3
0.7041961878582528 0.760556409482651,0
0.658421838202916 0.7720489374505957,0
0.6437022614575414 0.6422655105672119,0
0.5750393656278328 0.16675694138334451,0
0.6680592379441765 0.6040871503078189,0
0.6604254407823117 0.6065471955011306,0
0.5269026608590534 0.009014198573232268,0
0.7414437410987972 0.7746969302726437,0
0.5605222588268961 0.4328501326576048,0
0.1887911487030495 0.01835492496808609,0
0.5702644613451633 0.48859530285484404,0
0.6728598802046553 0.7357175622705227,0
0.7557883879010036 0.7908830622927295,0
0.513732243333222 0.3953657320631797,0
0.04459815035542376 0.010989703685140396,0
0.37215521315814615 0.02087146753728899,0
0.9268945530935443 0.9039381534740875,0
0.6411453262979743 0.6298639091873212,0
0.9191668011073728 0.8941821171507942,0
0.5953396938119955 0.26526241396582445,0
0.6751302072974874 0.6641899413669388,0
0.5632179458751316 0.36710728077323823,0
0.5616260508435152 0.30922056854185354,0
1 0.8902004682934112,0
0.9260149945168199 0.8995832928570224,0
0.7871975064231995 0.9010274040107061,0
1 0.8845999888465329,0
0.6566514779612882 0.5577372020039962,0
0.6712920826949144 0.6262493028834852,0
0.5206785932121747 0.3550678080269335,0
0.5025354901320034 0.02274799749847953,0
0.21158740843026577 0.0046814635902874616,0
0.955763279742279 0.9312865453373788,0
0.8930232637585674 0.8988711290229116,0
0.5472464807538036 0.5001924926046742,0
0.6746881583300838 0.5129392943232767,0
0.4963964129729799 0.39294680211009475,0
0.9828108309910131 0.8854922271951066,0
0.5535532548176798 0.34449094009635367,0
0.5445401305963019 0.07439573519277629,0
0.9260316157132447 0.893945960930847,0
1 0.8975417743815852,0
0.5572221810266886 0.23707209566691342,2
0.8169189425661725 0.8995878912415941,0
0.9185649397256433 0.9179610285554073,0
0.63732065856405 0.7697020499106921,2
0.7834324482748677 0.921226664791498,0
0.5618126094867397 0.1543331643106546,0
0.778679079368232 0.7955140109256151,0
0.30409889843674454 0,0
0.6516987807268004 0.7193726380726932,0
0.5016166088456498 0.1763745310994766,550
0.5491780538206144 0.07300965987399125,536
0.4334049131066553 0,0
0.5531431062432688 0.258896297916573,0
0.23219422103401655 0.0052243683475837535,0
1 0.8874114617539883,0
0.5467641219405125 0.3247879390489771,0
0.467323008640754 0,0
1 0.903461238464925,0
0.1875214696528346 0,0
0.5033357574557853 0.2937110589524217,0
0.49750410192225514 0.06391002941439267,0
0.7802690675330543 0.7545623710448993,0
0.6449130028937305 0.6037976662663088,0
0.5484692690310148 0.20497182814647488,0
0.5292319792454011 0.3447494561417181,0
0.04059355124359776 0.004203326120503848,539
0.18011953768058783 0.005308376385218963,0
0.6821995006096779 0.7210751643932369,0
0.346114485929119 0.0024923762126850785,0
0.3907042906320282 0,0
0.8969478730048558 0.9246610818316643,0
0.5594306379594953 0.31961664160355785,0
0.5287904859365588 0.41793328669486357,0
0.7961322330333462 0.9417842536905433,0
0.5041856946320912 0.0807615762209107,0
1 0.9185491309263408,0
0.5381233320208004 0.24061963693722221,0
0.5070869349273295 0.14786873400765985,0
0.6291896854042288 0.6508491835552739,0
0.18040158728698524 0.020509633344732228,0
0.22542884655553605 0.05111312005335368,0
0.6589538520957425 0.6408052577942621,0
0.7690495061591676 0.7797524321886073,0
0.588856934343371 0.532380844145184,0
0.5547391952567751 0.3396170273278774,0
0.23956486916250885 0.006668789815449951,0
0.5536636217676449 0.07325081152491743,0
1 0.9013687629387467,0
0.5975816403474155 0.5307587251892714,0
0.7799478976037394 0.8152978846465775,0
1 0.8910298749423312,0
0.6516640727220393 0.6070636369970484,0
0.5231132972523248 0.08494308163578534,0
1 0.9065214191091128,0
0.07132794725713015 0.007028792575501867,0
0.679511764700885 0.6663998929018976,0
0.775591995163465 0.7851652978675581,0
0.2604589667716867 0.008758192759221604,0
0.5281531178556523 0.28648991527650286,0
0.8365212462292217 0.9240378923226439,0
0.0634185795421397 0.0035064078521435615,0
0.17816228988854493 0.02255878040983683,0
0.649807626213305 0.5747199093191565,558
0.6777131399105473 0.5875685955766593,0
0.04950811031151026 0.016215285653336277,0
0.6674831420952229 0.5720624250274852,0
0.5312297660497965 0.015282779160063577,0
0.5287128891690859 0.29382232300148126,0
0.5813137307749824 0.25317698399631783,0
0.7811737332719488 0.8158778945115924,0
0.7466415610097021 0.7632189357670719,0
0.5414843851539701 0.08699552897225618,0
0.6656645309320093 0.5048283511995738,0
0.5152386965319765 0.29376316264835045,0
0.06270138545033434 0.007485148699735301,0
0.2614730223031209 0.0062385264622092625,0
0.05179152436223348 0,0
0.4984727168371408 0.05001814009482994,0
0.7168720614724075 0.747446877825845,0
0.6325350050610252 0.5503121882779449,0
0.6590480998955839 0.6387680243081488,1
0.5613081842359111 0.47934683486670787,0
0.42745262319665817 0.01433110327979019,0
0.5080689568767579 0.2521739090889546,0
0.7553185780446969 0.7902722887676404,0
0.725730525979488 0.7267626513855222,0
0.5108602615149899 0.20175914150362045,0
0.8298360861415528 0.8914674887642465,0
0.5265185403606037 0.11348159304350734,0
0.623746986950802 0.7531093657786869,0
0.6500782437560491 0.7626080430429971,0
0.8673051315243108 0.9083612776180853,0
0.7879435884224185 0.8366327460330715,0
0.9246629847194894 0.9187383356811251,0
0.3983753392731925 0.07324005754724977,0
0.20893196223652824 0,0
0.6441071029586544 0.7231571276398858,0
0.5458082477837818 0.44706259292436795,0
0.7902299950671334 0.9292283871008531,0
0.5567542686589302 0.5111495164690087,0
0.6308220573046194 0.6570692866390911,0
0.7236622850801687 0.7953584336483183,0
0.5429728411355661 0.4765724768262442,0
0.5320427288572849 0.5087169164310468,0
1 0.8964740292364504,0
0.18198334904130592 0.008186503003935794,0
0.5346158712561406 0.22900807225924139,0
0.6601983805613847 0.6493726535284436,0
0.9186246013703918 0.9320109004382595,0
0.0486044933636457 0.016140894782674685,0
0.5549299304691117 0.2393210700112114,0
0.0584308262628192 0,0
0.686409613691161 0.5325307309135419,0
0.8972838499184067 0.9093611674476311,0
1 0.8906948545888174,0
0.7863776025602329 0.7463958553681422,0
0.1755749432554217 0.009149960110648052,0
0.5503575629804214 0.1204855681025205,1
0.41375630620549203 0.04491940690172431,0
0.3590209934254186 0.00921869031939697,0
0.8901634784595885 0.9338836002084245,0
0.5059737104703718 0.019180677868499668,0
0.6359675496669444 0.7240267515137179,0
0.720751648673383 0.8108047302152246,0
0.7828289250196027 0.9308838116451177,0
0.22631591772333046 0.006536794017659116,0
0.5792200011438962 0.39816235353216306,0
0.5288362605133482 0.5376233382923864,0
0.5346495009027088 0.3194128122965252,0
0.4576715133257092 0.006457266657863022,0
0.5225660767633559 0.24973897090830757,0
0.6649638334457153 0.6903972845408943,0
0.8733555159012044 0.897293533269698,1
0.5275568780334875 0.22767522210552682,0
0.655469272930749 0.6412598833298176,0
0.19677039595061177 0.001964609801528323,0
0.6861766201459361 0.7216572963515244,0
0.6524710853469337 0.5751159883554462,0
0.6900995230238763 0.7924953077330213,1
0.7233067921618374 0.7996177869496279,0
0.9015365342512639 0.9084748085681804,0
0.08591803641663877 0,0
0.32787743290363625 0.036216148105709396,0
0.636337630516869 0.6281087968752074,0
0.649730244337005 0.5694006444867563,0
0.6584554924077679 0.5609313108318873,0
0.9807261395885514 0.914340194814611,0
0.6908039005582445 0.5544166254281848,0
0.8429050949576612 0.913801893409013,0
0.8582586874809012 0.8821520004720992,598
0.8427429640046933 0.9072197609968701,0
0.5090358522683172 0.34070305083529306,0
0.04845452735891869 0,0
1 0.909255170163889,0
0.20424095264007247 0.037544459740193666,0
0.6616107656004112 0.5607896147601541,0
0.11075038238681885 0,0
0.6453149417097609 0.5687118110724663,0
0.9861777927774781 0.8798983800305081,0
0.5526829776841516 0.26280387834157515,0
0.5415128517060874 0.3187179208669185,5
0.06390038120335188 0,0
0.5416530877434278 0.5139604004611604,0
0.8310308097271021 0.8759360862505013,0
1 0.8878920139415212,0
0.6684565117413909 0.7289165664427391,0
0.21038062263523427 0,0
0.5392221102663841 0.13737389607200529,0
0.5369645237022502 0.4883607083713948,0
0.10673120503283691 0.011803360738398052,0
0.26289738884702696 0.045500996503492985,1
0.7823319057004227 0.7683894016918141,0
0.789907467425279 0.7934537084930761,0
1 0.8885062492432085,0
0.23741676243454954 0.041695533467188906,0
0.2756490521946864 0,1
0.5605652519573665 0.44839685255261974,0
0.5173080288779879 0.08390862938580046,0
0.7453740924807489 0.776798667006214,0
0.2649300436086108 0,0
0.16909582841490417 0.011837279436909346,0
0.5316429938981323 0.3626688803264273,0
0.6298711364890334 0.7333003269331719,0
1 0.911835410395996,0
0.5260912479577001 0.3127755309609918,0
0.5487772056575793 0.1608341141722002,524
1 0.8923230017374407,0
0.5672685116707277 0.5175708971249062,0
1 0.8911204615316505,0
0.9018794934642447 0.8993731026890316,0
0.5311097059771502 0.11048854404599695,0
0.552121437184183 0.4568197270247618,0
0.6286964328717979 0.5717935493355791,0
0.5257685616540296 0.26181134083163565,0
0.5579865576631419 0.2756530716737264,0
0.5334542289758564 0.3774938280253454,0
0.824762360430694 0.9220609681592609,0
0.5574695296481003 0.11695042471563272,0
0.3572713719240472 0,0
0.9956220502575173 0.9297276053190189,0
0.2700229865395749 0.03483637026303779,0
0.43459499288826264 0,0
0.5453493974081111 0.41484950050313674,0
0.8810261403779616 0.9347600241975517,0
0.5059834799336416 0.2465425089210891,0
0.15104752822890471 0,0
0.5201775690126834 0.5342846685701961,1
0.43878453359302855 0.014592113723046137,0
0.7886461091063153 0.8327067650342395,0
0.7347132321274569 0.8207440575611266,0
0.7561197930301815 0.7802620521275717,0
0.6438612627481985 0.5845962214496053,0
0.6430083048787804 0.6693111207783733,0
0.557130997997768 0.4730136134085172,0
0.09487990610279065 0,0
0.30835430816454773 0.0162894944716524,0
0.5127887830895153 0.2638568308108794,0
0.9775010384856802 0.9080562824549993,0
0.14730976267676799 0.01220923553868524,0
0.7811713474494628 0.7660214821367549,0
0.5149148823934175 0.27854039448108114,0
0.5761271293544986 0.5665863403661869,0
0.7324510586184186 0.7743853916582244,0
0.5697818112019866 0.5137157594284212,0
0.5490408397925796 0.056648686030157595,0
0.7647067880372678 0.8173152731998253,0
