episode lengths
4
4
4
10
3
9
13
11
1
10
10
2
4
2
11
3
2
8
12
6
1
10
4
13
4
6
11
11
3
9
10
2
4
1
5
9
11
11
1
4
9
6
1
4
6
9
7
1
3
11
3
9
11
8
4
5
2
2
6
12
11
8
11
8
5
1
5
5
6
1
1
11
2
1
10
4
1
9
10
8
1
2
3
8
6
11
9
7
3
2
3
10
12
6
6
8
13
10
11
4
1
4
13
7
12
2
3
11
6
4
6
7
1
5
2
9
3
9
1
8
3
4
11
3
8
13
4
2
7
1
13
4
3
7
7
5
4
2
11
7
3
1
3
7
1
4
3
6
1
10
1
1
4
2
3
3
6
9
1
12
1
8
4
3
7
3
3
11
3
1
4
8
