episode lengths
4
11
1
6
3
3
7
6
4
11
8
4
3
3
4
12
11
6
3
9
12
7
3
9
11
7
3
6
11
1
10
11
1
3
5
4
4
3
10
3
6
4
12
11
4
4
4
10
11
1
11
3
3
8
3
4
1
10
10
1
4
10
6
5
8
4
9
7
7
6
1
5
10
4
11
1
1
5
6
11
5
3
11
10
7
5
4
1
8
2
7
10
9
4
4
10
10
5
2
11
7
3
9
4
11
1
8
9
12
12
4
11
10
3
6
11
1
1
11
3
10
12
8
3
4
6
3
11
7
11
4
4
10
2
9
9
7
11
4
4
4
6
3
12
9
3
11
4
3
12
7
5
2
6
9
2
8
3
2
1
