episode lengths
8
7
8
11
3
10
12
3
10
2
3
9
12
3
2
4
11
7
3
4
9
4
5
7
4
1
4
9
3
2
5
2
2
3
5
2
11
1
12
2
7
3
7
7
9
9
12
7
6
8
5
8
8
11
3
9
11
9
9
7
3
9
8
4
5
11
9
4
4
4
2
3
8
9
6
5
2
10
7
9
8
11
5
3
2
3
6
5
2
2
11
5
6
9
9
4
9
4
10
12
9
11
4
1
8
8
4
11
7
11
9
8
3
7
6
3
2
1
6
3
2
1
11
7
6
3
4
3
8
12
3
7
11
2
2
3
2
2
12
2
4
4
7
8
11
1
8
6
11
10
3
7
2
7
5
1
11
2
12
9
1
12
6
