episode lengths
2
4
6
10
2
9
4
4
9
1
10
11
11
3
11
11
12
4
11
4
6
11
11
2
11
3
11
4
7
11
1
12
5
12
3
2
7
4
8
8
3
2
11
5
3
2
11
9
11
3
2
1
3
11
6
12
2
3
10
11
8
6
11
1
4
6
10
9
11
4
8
11
12
11
2
2
11
8
4
3
3
12
8
11
11
4
11
11
5
3
6
1
7
4
7
3
12
2
11
1
7
2
4
9
5
9
4
8
4
1
9
6
10
11
12
11
11
4
8
4
11
5
2
10
10
11
3
4
8
5
10
7
11
4
9
11
12
6
2
2
12
4
4
2
7
4
1
1
5
5
