episode lengths
11
5
1
4
5
1
4
7
4
11
6
4
2
1
6
1
11
6
1
4
4
3
11
3
3
8
12
11
10
8
6
9
7
3
6
1
4
11
10
3
10
11
12
11
11
10
9
11
11
4
3
5
4
1
10
8
4
4
10
9
10
1
4
11
8
6
10
2
9
4
3
11
5
4
4
11
3
1
9
5
3
9
8
1
1
3
8
3
10
9
11
9
12
7
12
6
6
2
4
10
3
1
8
1
7
1
1
6
9
7
10
11
12
3
12
9
6
8
11
7
9
1
11
9
9
4
4
3
10
7
6
8
3
7
10
11
9
10
11
3
3
6
6
5
4
8
8
12
4
10
3
1
2
4
1
5
