episode lengths
9
5
5
6
10
10
2
6
10
2
6
3
3
3
4
11
11
8
11
3
5
9
2
2
4
3
8
7
7
2
8
5
9
3
9
3
2
4
5
11
4
2
8
11
10
5
11
4
11
7
3
4
3
3
9
6
4
9
11
1
9
2
10
10
8
11
8
2
12
4
5
11
6
7
3
4
8
9
9
6
4
3
3
2
2
2
1
12
4
2
6
1
11
4
10
12
11
8
4
5
3
2
3
4
11
2
10
8
12
7
12
1
10
10
3
11
5
11
12
11
3
3
10
11
11
4
7
4
1
5
2
2
3
1
8
1
3
8
2
2
10
10
9
2
3
11
7
11
2
11
11
4
10
6
12
12
2
4
8
4
