episode lengths
6
13
1
1
2
12
4
5
5
12
4
2
1
3
4
4
2
4
4
1
4
8
4
3
2
6
4
1
3
7
4
4
2
4
2
10
9
3
3
13
4
13
6
2
11
11
2
9
7
3
12
6
4
3
11
8
11
9
12
1
1
6
8
6
3
2
10
5
1
8
4
6
10
3
1
3
2
8
3
2
1
12
6
2
8
7
1
4
1
7
6
1
4
7
4
10
3
4
13
10
1
13
11
8
5
5
8
13
11
1
12
10
1
1
2
4
13
11
2
1
12
4
6
1
13
11
8
4
1
4
4
3
4
3
8
8
13
12
3
7
5
1
1
5
3
2
5
6
9
7
11
11
5
4
4
4
12
11
2
10
7
5
7
9
6
2
6
6
1
1
2
13
12
3
7
