episode lengths
2
9
6
9
9
11
12
6
10
9
3
9
9
11
3
2
7
11
7
11
5
8
9
11
4
2
4
10
3
5
4
9
9
1
3
3
10
3
12
4
6
6
10
1
1
7
4
2
3
6
10
9
12
11
3
7
11
7
3
3
9
7
4
7
10
5
4
4
8
4
2
12
9
2
5
11
9
6
4
3
3
12
6
12
11
12
3
4
10
6
5
4
2
10
11
10
5
5
10
3
1
11
5
4
12
11
4
9
1
1
1
10
2
1
10
11
5
7
1
5
4
3
5
3
11
8
4
2
4
6
1
11
3
4
2
9
9
1
2
6
6
1
4
9
2
1
3
4
4
8
12
11
11
5
4
4
11
9
1
11
3
1
