episode lengths
12
10
3
9
8
4
11
12
3
8
7
5
3
1
11
11
4
3
5
7
8
1
7
4
1
11
5
8
12
4
11
2
4
11
10
10
3
11
1
4
10
9
8
9
4
11
2
3
5
9
4
11
3
10
8
2
11
4
2
10
1
4
1
10
4
8
7
6
7
4
11
4
6
4
3
7
4
1
6
4
6
7
7
1
1
4
1
11
1
12
1
3
3
10
4
5
5
12
4
1
12
12
4
2
8
6
4
12
1
7
1
3
1
8
7
10
3
1
4
12
4
9
1
11
11
11
11
3
4
6
5
11
5
3
8
11
1
1
2
1
3
5
4
6
8
10
5
1
4
12
3
3
11
1
11
4
8
4
4
10
3
1
2
1
5
6
12
11
3
2
