episode lengths
6
12
1
3
4
2
6
4
11
6
8
5
3
10
11
1
4
12
4
4
8
12
9
12
8
8
11
5
11
11
3
11
12
6
1
2
8
3
12
11
1
11
3
12
1
3
6
12
1
7
4
8
8
5
1
6
5
6
4
8
3
6
8
2
4
5
6
2
10
6
9
3
8
10
8
2
9
3
10
8
12
5
4
8
6
11
11
12
7
9
9
7
4
6
10
7
4
1
3
4
2
12
8
9
4
6
8
6
4
10
10
3
4
7
3
3
8
4
4
12
6
8
2
1
6
3
10
10
7
11
11
5
10
8
6
3
1
11
3
3
12
1
5
1
12
3
6
6
7
3
7
4
4
9
2
9
3
