episode lengths
6
7
11
11
4
2
2
4
5
4
1
7
7
10
10
11
4
3
9
10
10
6
4
1
4
10
6
3
5
12
7
2
4
10
9
10
9
11
8
6
4
5
1
1
10
4
4
11
9
3
9
11
5
3
6
6
11
7
2
10
12
8
4
3
11
7
4
10
11
11
4
10
11
4
2
2
9
3
5
2
7
4
1
9
2
4
11
8
10
2
11
2
1
11
12
11
2
7
12
11
4
2
3
11
12
11
2
2
8
2
8
6
11
7
11
7
7
3
3
2
2
5
7
5
7
7
5
4
8
5
7
3
9
3
9
3
5
3
2
10
1
12
1
4
6
1
11
3
4
5
3
4
11
5
9
4
5
11
11
1
