episode lengths
6
3
4
12
11
1
6
2
6
1
4
5
7
1
4
5
1
1
4
5
10
7
11
4
3
10
1
3
12
6
11
7
9
3
7
1
7
7
12
11
11
3
11
7
3
9
3
11
3
4
5
5
2
7
10
9
11
4
5
2
5
3
4
3
8
11
2
9
4
2
11
6
4
2
7
4
3
3
2
8
6
4
3
10
3
1
8
3
4
10
2
12
2
4
5
10
7
6
3
4
11
4
6
11
11
9
12
10
4
2
4
4
6
4
4
1
9
3
4
4
11
1
4
9
6
3
7
7
3
3
3
3
1
11
2
11
3
6
8
1
11
7
6
11
6
9
11
12
2
9
10
8
10
4
1
6
11
1
7
10
8
11
8
3
4
1
8
6
2
2
6
