episode lengths
2
3
10
11
11
4
8
11
10
7
6
3
10
9
8
6
7
12
9
9
1
9
11
6
6
4
3
3
4
5
5
4
3
7
8
8
9
4
3
2
11
12
11
3
11
11
6
3
10
3
3
5
3
4
10
4
2
5
12
5
11
11
2
3
2
4
12
12
4
1
12
2
10
10
4
4
7
6
2
3
6
12
3
10
1
1
11
3
3
5
1
5
5
10
3
12
4
2
4
11
4
4
11
6
11
2
3
2
7
5
2
11
5
4
10
6
5
10
2
8
2
3
5
2
1
1
12
11
9
8
8
6
10
12
1
11
2
12
4
10
4
8
8
11
11
4
11
4
11
8
3
11
1
11
11
3
4
